season,week,contestant_id,celebrity_name,ballroom_partner,fan_rank_mean,fan_rank_std,fan_rank_p05,fan_rank_p95
30,2,8,Melanie C,Gleb Savchenko,2.8488,0.45095331896947927,2.0,3.0
30,2,9,Jimmie Allen,Emma Slater,6.0106,1.2097247552225854,4.0,8.0
30,2,10,Olivia Jade,Valentin Chmerkovskiy,6.035,1.2196408292506618,4.0,8.0
30,2,11,JoJo Siwa,Jenna Johnson,2.0,0.5577016255223854,1.0,3.0
30,2,12,Christine Chiu,Pasha Pashkov,11.0059,1.237343239295056,9.0,13.0
30,2,13,Kenya Moore,Brandon Armstrong,10.9958,1.238279327764682,9.0,13.0
30,2,14,Amanda Kloots,Alan Bersten,1.177,0.4097411241001782,1.0,2.0
30,3,1,Brian Austin Green,Sharna Burgess,11.7688,1.4003366217682875,9.0,14.0
30,3,2,Melora Hardin,Artem Chigvintsev,3.8762,1.1690210524289553,2.0,6.0
30,3,3,Matt James,Lindsay Arnold,9.6449,1.502607657699538,7.0,12.0
30,3,4,"Mike ""The Miz"" Mizanin",Witney Carson,5.624,1.2394263260725802,4.0,8.0
30,3,5,Suni Lee,Sasha Farber,7.5046,1.3596925080221784,5.0,10.0
30,3,6,Iman Shumpert,Daniella Karagach,11.5517,1.3634195983995998,9.0,14.0
30,3,7,Cody Rigsby,Cheryl Burke,13.2166,0.9376419131180751,11.0,14.0
30,3,8,Melanie C,Gleb Savchenko,5.6691,1.2366721982047564,4.0,8.0
30,3,9,Jimmie Allen,Emma Slater,9.5492,1.4300293208133275,7.0,12.0
30,3,10,Olivia Jade,Valentin Chmerkovskiy,2.2086,1.076197872227046,1.0,4.0
30,3,11,JoJo Siwa,Jenna Johnson,2.199,1.074762537238408,1.0,4.0
30,3,12,Christine Chiu,Pasha Pashkov,12.4417,1.4759467984636776,10.0,14.0
30,3,13,Kenya Moore,Brandon Armstrong,7.5416,1.3655240406490725,5.0,10.0
30,3,14,Amanda Kloots,Alan Bersten,2.204,1.0826362316683347,1.0,4.0
30,4,1,Brian Austin Green,Sharna Burgess,12.9939,0.07786781324548639,13.0,13.0
30,4,2,Melora Hardin,Artem Chigvintsev,1.1439,0.4268618173380118,1.0,2.0
30,4,3,Matt James,Lindsay Arnold,12.0061,0.07786781324548639,12.0,12.0
30,4,4,"Mike ""The Miz"" Mizanin",Witney Carson,7.2323,1.16510619998596,5.0,9.0
30,4,5,Suni Lee,Sasha Farber,4.4688,1.252590698650536,2.0,7.0
30,4,6,Iman Shumpert,Daniella Karagach,8.6198,0.775569539635925,7.0,9.0
30,4,7,Cody Rigsby,Cheryl Burke,10.6918,0.4720540684120315,10.0,11.0
30,4,8,Melanie C,Gleb Savchenko,6.3324,1.2361484725972969,4.0,8.0
30,4,9,Jimmie Allen,Emma Slater,7.1919,1.1821227226532536,5.0,9.0
30,4,10,Olivia Jade,Valentin Chmerkovskiy,2.7869,1.0390362600193332,1.0,5.0
30,4,11,JoJo Siwa,Jenna Johnson,2.7775,1.0230828020458482,1.0,5.0
30,4,13,Kenya Moore,Brandon Armstrong,10.2793,0.5001165080780325,10.0,11.0
30,4,14,Amanda Kloots,Alan Bersten,4.4754,1.2524183387229364,2.0,7.0
30,5,2,Melora Hardin,Artem Chigvintsev,4.5224,1.1539633456658462,3.0,6.0
30,5,4,"Mike ""The Miz"" Mizanin",Witney Carson,8.8985,0.8020362062947157,8.0,10.0
30,5,5,Suni Lee,Sasha Farber,4.5168,1.1587286244856998,3.0,6.0
30,5,6,Iman Shumpert,Daniella Karagach,10.6106,0.4876386153104722,10.0,11.0
30,5,7,Cody Rigsby,Cheryl Burke,8.9548,0.7957513946127923,8.0,10.0
30,5,8,Melanie C,Gleb Savchenko,9.4724,1.349303635965677,8.0,11.0
30,5,9,Jimmie Allen,Emma Slater,6.9716,0.4634813065185574,6.0,7.0
30,5,10,Olivia Jade,Valentin Chmerkovskiy,4.5186,1.1531639166666048,3.0,6.0
30,5,11,JoJo Siwa,Jenna Johnson,1.1559,0.36305422575296403,1.0,2.0
30,5,13,Kenya Moore,Brandon Armstrong,4.5281,1.1636777064894115,3.0,6.0
30,5,14,Amanda Kloots,Alan Bersten,1.8503,0.374571675910019,1.0,2.0
30,6,2,Melora Hardin,Artem Chigvintsev,8.4212,0.6166267776039943,8.0,9.0
30,6,4,"Mike ""The Miz"" Mizanin",Witney Carson,8.4492,0.6256664493566716,8.0,9.0
30,6,5,Suni Lee,Sasha Farber,6.0051,0.9568518937404354,5.0,7.0
30,6,6,Iman Shumpert,Daniella Karagach,1.5404,0.5801736810214803,1.0,2.0
30,6,7,Cody Rigsby,Cheryl Burke,5.9947,0.9561188871330978,5.0,7.0
30,6,9,Jimmie Allen,Emma Slater,3.5149,0.6931277173820577,3.0,5.0
30,6,10,Olivia Jade,Valentin Chmerkovskiy,5.9945,0.955594613895772,5.0,7.0
30,6,11,JoJo Siwa,Jenna Johnson,1.5473,0.5789613368982092,1.0,2.0
30,6,13,Kenya Moore,Brandon Armstrong,10.0,0.0,10.0,10.0
30,6,14,Amanda Kloots,Alan Bersten,3.5327,0.7035482982857723,3.0,5.0
30,7,2,Melora Hardin,Artem Chigvintsev,3.3572,0.7228142265067856,2.0,4.0
30,7,4,"Mike ""The Miz"" Mizanin",Witney Carson,9.0,0.0,9.0,9.0
30,7,5,Suni Lee,Sasha Farber,6.9833,0.8541042438753838,6.0,8.0
30,7,6,Iman Shumpert,Daniella Karagach,6.9744,0.8494803127089943,6.0,8.0
30,7,7,Cody Rigsby,Cheryl Burke,5.0229,0.37654982270198706,5.0,6.0
30,7,9,Jimmie Allen,Emma Slater,3.3668,0.7268497720018264,2.0,4.0
30,7,10,Olivia Jade,Valentin Chmerkovskiy,1.0005,0.02235620674439206,1.0,1.0
30,7,11,JoJo Siwa,Jenna Johnson,2.3186,0.5876466394503452,2.0,4.0
30,7,14,Amanda Kloots,Alan Bersten,6.9763,0.849005530629279,6.0,8.0
30,8,2,Melora Hardin,Artem Chigvintsev,2.1524,0.991701864099654,1.0,4.0
30,8,5,Suni Lee,Sasha Farber,2.1705,0.9968596304958356,1.0,4.0
30,8,6,Iman Shumpert,Daniella Karagach,5.999,0.031608541725156994,6.0,6.0
30,8,7,Cody Rigsby,Cheryl Burke,5.0003,0.04123202648428536,5.0,5.0
30,8,9,Jimmie Allen,Emma Slater,8.0,0.0,8.0,8.0
30,8,10,Olivia Jade,Valentin Chmerkovskiy,7.0,0.0,7.0,7.0
30,8,11,JoJo Siwa,Jenna Johnson,3.5279,0.7854191736441318,2.0,4.0
30,8,14,Amanda Kloots,Alan Bersten,2.1499,1.0002649863932562,1.0,4.0
30,9,2,Melora Hardin,Artem Chigvintsev,5.9345,0.24741841400178502,5.0,6.0
30,9,5,Suni Lee,Sasha Farber,5.0641,0.2505942332675972,5.0,6.0
30,9,6,Iman Shumpert,Daniella Karagach,2.9949,0.22644893003013059,3.0,3.0
30,9,7,Cody Rigsby,Cheryl Burke,3.9795,0.1512681004171744,4.0,4.0
30,9,11,JoJo Siwa,Jenna Johnson,1.3129,0.47182184305642233,1.0,2.0
30,9,14,Amanda Kloots,Alan Bersten,1.7141,0.49818270604353615,1.0,2.0
30,10,6,Iman Shumpert,Daniella Karagach,1.6851,0.7390484485207477,1.0,3.0
30,10,7,Cody Rigsby,Cheryl Burke,3.7953,0.47309649335965526,3.0,4.0
30,10,11,JoJo Siwa,Jenna Johnson,1.677,0.7297425932650782,1.0,3.0
30,10,14,Amanda Kloots,Alan Bersten,2.8426,0.7490536350187567,1.0,4.0
31,1,0,Jason Lewis,Peta Murgatroyd,16.0,0.0,16.0,16.0
31,1,1,Cheryl Ladd,Louis van Amstel,10.9326,1.1064265262392243,10.0,13.0
31,1,2,Selma Blair,Sasha Farber,4.0356,1.189232553963583,2.0,6.0
31,1,3,Joseph Baena,Daniella Karagach,8.8967,0.4563440971388801,8.0,9.0
31,1,4,Trevor Donovan,Emma Slater,10.9401,1.0968282879417912,10.0,13.0
31,1,5,Daniel Durant,Britt Stewart,5.6652,0.9827540590371798,4.0,7.0
31,1,6,Wayne Brady,Witney Carson,2.4987,0.8418249087058974,2.0,4.0
31,1,7,Sam Champion,Cheryl Burke,12.6733,1.174097508938695,11.0,14.0
31,1,8,Jessie James Decker,Alan Bersten,12.7095,1.1816299653180304,10.0,14.0
31,1,9,Jordin Sparks,Brandon Armstrong,6.8021,0.5504233703147603,6.0,7.0
31,1,10,Heidi D'Amelio,Artem Chigvintsev,8.1329,0.40478880344883555,8.0,9.0
31,1,11,Charli D'Amelio,Mark Ballas,1.0008,0.028274369029111873,1.0,1.0
31,1,12,Teresa Giudice,Pasha Pashkov,12.6952,1.1696297548268584,11.0,14.0
31,1,13,Vinny Guadagnino,Koko Iwasaki,14.9963,0.062343393153300064,15.0,15.0
31,1,14,Shangela,Gleb Savchenko,3.9965,1.2074077742640776,2.0,6.0
31,1,15,Gabby Windey,Valentin Chmerkovskiy,4.0245,1.1992679326812017,2.0,6.0
31,2,1,Cheryl Ladd,Louis van Amstel,13.9987,0.036033870788251626,14.0,14.0
31,2,2,Selma Blair,Sasha Farber,7.1761,1.4065868756190893,5.0,10.0
31,2,3,Joseph Baena,Daniella Karagach,12.8235,0.42209663177601386,12.0,13.0
31,2,4,Trevor Donovan,Emma Slater,4.158,0.6142261207183702,3.0,5.0
31,2,5,Daniel Durant,Britt Stewart,5.351,1.0228898427313844,4.0,7.0
31,2,6,Wayne Brady,Witney Carson,2.0118,0.8499017550866288,1.0,3.0
31,2,7,Sam Champion,Cheryl Burke,10.8038,0.9071867827442587,9.0,12.0
31,2,8,Jessie James Decker,Alan Bersten,11.9411,0.6636827837783277,11.0,13.0
31,2,9,Jordin Sparks,Brandon Armstrong,9.2096,1.2895092568152997,7.0,11.0
31,2,10,Heidi D'Amelio,Artem Chigvintsev,7.13,1.4097158330220283,5.0,10.0
31,2,11,Charli D'Amelio,Mark Ballas,2.0332,0.8534463059031346,1.0,3.0
31,2,12,Teresa Giudice,Pasha Pashkov,15.0,0.0,15.0,15.0
31,2,13,Vinny Guadagnino,Koko Iwasaki,9.2099,1.2920560865895439,7.0,11.0
31,2,14,Shangela,Gleb Savchenko,7.1312,1.3866430102531018,5.0,10.0
31,2,15,Gabby Windey,Valentin Chmerkovskiy,2.0221,0.8526923820639208,1.0,3.0
31,3,1,Cheryl Ladd,Louis van Amstel,14.0,0.0,14.0,14.0
31,3,2,Selma Blair,Sasha Farber,8.8419,0.8202265950130587,7.0,10.0
31,3,3,Joseph Baena,Daniella Karagach,7.4898,0.9544564205378222,6.0,9.0
31,3,4,Trevor Donovan,Emma Slater,9.9739,0.6812233088493461,9.0,11.0
31,3,5,Daniel Durant,Britt Stewart,4.9914,0.7551046671196195,4.0,6.0
31,3,6,Wayne Brady,Witney Carson,2.162,1.0277458957167454,1.0,4.0
31,3,7,Sam Champion,Cheryl Burke,11.8387,0.4559639243515115,11.0,12.0
31,3,8,Jessie James Decker,Alan Bersten,10.9839,0.6032223285968217,10.0,12.0
31,3,9,Jordin Sparks,Brandon Armstrong,7.5041,0.9374812409364336,6.0,9.0
31,3,10,Heidi D'Amelio,Artem Chigvintsev,3.7293,0.9573469388451282,2.0,5.0
31,3,11,Charli D'Amelio,Mark Ballas,2.1918,1.035142459756722,1.0,4.0
31,3,13,Vinny Guadagnino,Koko Iwasaki,12.976,0.15500452457997477,13.0,13.0
31,3,14,Shangela,Gleb Savchenko,6.155,0.8441837860480762,5.0,8.0
31,3,15,Gabby Windey,Valentin Chmerkovskiy,2.1622,1.0238144263478417,1.0,4.0
31,4,2,Selma Blair,Sasha Farber,6.6244,0.7570878140584626,6.0,8.0
31,4,3,Joseph Baena,Daniella Karagach,11.1904,0.8873706005149516,9.0,12.0
31,4,4,Trevor Donovan,Emma Slater,11.1837,0.8835340249460238,9.0,12.0
31,4,5,Daniel Durant,Britt Stewart,9.7935,0.915719173196901,9.0,12.0
31,4,6,Wayne Brady,Witney Carson,2.0277,0.8818222445862353,1.0,3.0
31,4,7,Sam Champion,Cheryl Burke,13.0,0.0,13.0,13.0
31,4,8,Jessie James Decker,Alan Bersten,7.7297,0.6513680511306977,6.0,8.0
31,4,9,Jordin Sparks,Brandon Armstrong,4.4749,0.6932662200087211,3.0,5.0
31,4,10,Heidi D'Amelio,Artem Chigvintsev,4.4817,0.6878316808944795,3.0,5.0
31,4,11,Charli D'Amelio,Mark Ballas,2.0519,0.8871781661593423,1.0,3.0
31,4,13,Vinny Guadagnino,Koko Iwasaki,9.7828,0.9076929825965755,9.0,12.0
31,4,14,Shangela,Gleb Savchenko,6.6099,0.7673205771297997,6.0,8.0
31,4,15,Gabby Windey,Valentin Chmerkovskiy,2.0494,0.8919861007439484,1.0,3.0
31,5,2,Selma Blair,Sasha Farber,3.8762,0.8829221455776923,2.0,5.0
31,5,3,Joseph Baena,Daniella Karagach,11.9993,0.02644957387172426,12.0,12.0
31,5,4,Trevor Donovan,Emma Slater,7.797,0.8001593750638376,7.0,9.0
31,5,5,Daniel Durant,Britt Stewart,9.971,0.2134562164839329,10.0,10.0
31,5,6,Wayne Brady,Witney Carson,2.533,0.9170578495983497,1.0,4.0
31,5,8,Jessie James Decker,Alan Bersten,7.8145,0.8043347844303037,7.0,9.0
31,5,9,Jordin Sparks,Brandon Armstrong,8.4064,0.7831349628493174,7.0,9.0
31,5,10,Heidi D'Amelio,Artem Chigvintsev,5.1093,0.7362117295799342,4.0,6.0
31,5,11,Charli D'Amelio,Mark Ballas,1.3436,0.6384197662821834,1.0,3.0
31,5,13,Vinny Guadagnino,Koko Iwasaki,10.9957,0.07537956094208009,11.0,11.0
31,5,14,Shangela,Gleb Savchenko,5.6265,0.6294738864618401,4.0,6.0
31,5,15,Gabby Windey,Valentin Chmerkovskiy,2.5275,0.9209389571824428,1.0,4.0
31,6,4,Trevor Donovan,Emma Slater,6.4549,1.188321169011169,5.0,8.0
31,6,5,Daniel Durant,Britt Stewart,6.4616,1.2090788341389131,5.0,8.0
31,6,6,Wayne Brady,Witney Carson,6.435,1.1830955039628666,5.0,8.0
31,6,8,Jessie James Decker,Alan Bersten,9.9992,0.02827436902911203,10.0,10.0
31,6,9,Jordin Sparks,Brandon Armstrong,6.4606,1.1928075783595198,5.0,8.0
31,6,10,Heidi D'Amelio,Artem Chigvintsev,3.4232,0.8411732979902079,2.0,5.0
31,6,11,Charli D'Amelio,Mark Ballas,1.0016,0.03996998573900166,1.0,1.0
31,6,13,Vinny Guadagnino,Koko Iwasaki,9.0008,0.02827436902911203,9.0,9.0
31,6,14,Shangela,Gleb Savchenko,3.4506,0.8395416148186454,2.0,5.0
31,6,15,Gabby Windey,Valentin Chmerkovskiy,2.3125,0.5898122903549791,2.0,4.0
31,7,4,Trevor Donovan,Emma Slater,1.6733,0.7147154621380319,1.0,3.0
31,7,5,Daniel Durant,Britt Stewart,4.6349,0.899045504010686,3.0,6.0
31,7,6,Wayne Brady,Witney Carson,2.8264,0.7655858228606497,1.0,4.0
31,7,9,Jordin Sparks,Brandon Armstrong,8.9973,0.05189392351643688,9.0,9.0
31,7,10,Heidi D'Amelio,Artem Chigvintsev,6.5572,0.6880228902803682,5.0,7.0
31,7,11,Charli D'Amelio,Mark Ballas,1.6633,0.716229298786949,1.0,3.0
31,7,13,Vinny Guadagnino,Koko Iwasaki,8.0023,0.05563289945661829,8.0,8.0
31,7,14,Shangela,Gleb Savchenko,4.6441,0.8941561057858679,3.0,6.0
31,7,15,Gabby Windey,Valentin Chmerkovskiy,6.0012,0.8361031436651146,4.0,7.0
31,8,4,Trevor Donovan,Emma Slater,5.3392,0.6926697186494546,4.0,6.0
31,8,5,Daniel Durant,Britt Stewart,5.3419,0.6945881047523972,4.0,6.0
31,8,6,Wayne Brady,Witney Carson,1.5013,0.5028156643932609,1.0,2.0
31,8,10,Heidi D'Amelio,Artem Chigvintsev,7.0,0.0,7.0,7.0
31,8,11,Charli D'Amelio,Mark Ballas,1.5016,0.503013660126866,1.0,2.0
31,8,13,Vinny Guadagnino,Koko Iwasaki,8.0,0.0,8.0,8.0
31,8,14,Shangela,Gleb Savchenko,3.0199,0.1615753714526624,3.0,3.0
31,8,15,Gabby Windey,Valentin Chmerkovskiy,4.2961,0.6148679502621909,4.0,6.0
31,9,4,Trevor Donovan,Emma Slater,5.9779,0.14701616025164543,6.0,6.0
31,9,5,Daniel Durant,Britt Stewart,5.0221,0.14701616025164543,5.0,5.0
31,9,6,Wayne Brady,Witney Carson,3.5044,0.5014038098958341,3.0,4.0
31,9,11,Charli D'Amelio,Mark Ballas,1.5008,0.5012229867516496,1.0,2.0
31,9,14,Shangela,Gleb Savchenko,3.4943,0.5011912102809931,3.0,4.0
31,9,15,Gabby Windey,Valentin Chmerkovskiy,1.5005,0.5014228679360855,1.0,2.0
31,10,6,Wayne Brady,Witney Carson,3.4428,0.5820326762335783,3.0,4.0
31,10,11,Charli D'Amelio,Mark Ballas,1.5463,0.5811110728663669,1.0,2.0
31,10,14,Shangela,Gleb Savchenko,3.4661,0.5811063228496539,3.0,4.0
31,10,15,Gabby Windey,Valentin Chmerkovskiy,1.5448,0.5846598521484694,1.0,2.0
32,1,0,Jamie Lynn Spears,Alan Bersten,9.336,0.7762501249118361,8.0,10.0
32,1,1,Mira Sorvino,Gleb Savchenko,6.8646,0.8468403355151352,5.0,8.0
32,1,2,Barry Williams,Peta Murgatroyd,8.1264,0.8078912729017951,7.0,10.0
32,1,3,Alyson Hannigan,Sasha Farber,11.2702,0.6423653347763523,11.0,13.0
32,1,4,Xochitl Gomez,Valentin Chmerkovskiy,5.5127,0.8975072489546766,4.0,7.0
32,1,5,Adrian Peterson,Britt Stewart,5.5188,0.9074849381071224,4.0,7.0
32,1,6,Matt Walsh,Koko Iwasaki,14.0,0.0,14.0,14.0
32,1,7,Tyson Beckford,Jenna Johnson,12.3412,0.6918312099365737,11.0,13.0
32,1,8,Jason Mraz,Daniella Karagach,2.3609,0.7272579187661293,1.0,3.0
32,1,9,Lele Pons,Brandon Armstrong,4.29,0.7033843010385549,4.0,6.0
32,1,10,Harry Jowsey,Rylee Arnold,12.341,0.701832071670769,11.0,13.0
32,1,11,Mauricio Umansky,Emma Slater,9.3467,0.7758603649694924,8.0,10.0
32,1,12,Charity Lawson,Artem Chigvintsev,1.3126,0.5881460971418209,1.0,3.0
32,1,13,Ariana Madix,Pasha Pashkov,2.3789,0.7288263913929554,1.0,3.0
32,2,0,Jamie Lynn Spears,Alan Bersten,12.9935,0.09412032651657325,13.0,13.0
32,2,1,Mira Sorvino,Gleb Savchenko,7.3153,0.7484262984372063,6.0,8.0
32,2,2,Barry Williams,Peta Murgatroyd,9.9999,0.8235094454714412,9.0,11.0
32,2,3,Alyson Hannigan,Sasha Farber,6.1158,0.8113298870487653,5.0,8.0
32,2,4,Xochitl Gomez,Valentin Chmerkovskiy,1.5065,0.5061455999382316,1.0,2.0
32,2,5,Adrian Peterson,Britt Stewart,9.992,0.8236527425948627,9.0,11.0
32,2,7,Tyson Beckford,Jenna Johnson,7.3388,0.7306626764757308,6.0,8.0
32,2,8,Jason Mraz,Daniella Karagach,1.4989,0.5053952239913277,1.0,2.0
32,2,9,Lele Pons,Brandon Armstrong,3.6848,0.7446505290678603,3.0,5.0
32,2,10,Harry Jowsey,Rylee Arnold,10.0039,0.8262887299888163,9.0,11.0
32,2,11,Mauricio Umansky,Emma Slater,12.0017,0.09847882923746026,12.0,12.0
32,2,12,Charity Lawson,Artem Chigvintsev,3.6693,0.7322507283116304,3.0,5.0
32,2,13,Ariana Madix,Pasha Pashkov,4.8796,0.8107833107296258,3.0,6.0
32,3,1,Mira Sorvino,Gleb Savchenko,6.046,0.6456978337963168,5.0,7.0
32,3,2,Barry Williams,Peta Murgatroyd,7.1469,0.824614084792931,6.0,9.0
32,3,3,Alyson Hannigan,Sasha Farber,8.4835,0.9363842328569801,7.0,10.0
32,3,4,Xochitl Gomez,Valentin Chmerkovskiy,3.4591,0.5780662644200969,3.0,4.0
32,3,5,Adrian Peterson,Britt Stewart,10.7913,0.48452841689489917,10.0,11.0
32,3,7,Tyson Beckford,Jenna Johnson,12.0,0.0,12.0,12.0
32,3,8,Jason Mraz,Daniella Karagach,1.5448,0.5846598521484699,1.0,2.0
32,3,9,Lele Pons,Brandon Armstrong,5.1855,0.4286118533266223,5.0,6.0
32,3,10,Harry Jowsey,Rylee Arnold,8.5126,0.9383652236359205,7.0,10.0
32,3,11,Mauricio Umansky,Emma Slater,9.8342,0.779853304870673,8.0,11.0
32,3,12,Charity Lawson,Artem Chigvintsev,3.453,0.578640201202997,3.0,4.0
32,3,13,Ariana Madix,Pasha Pashkov,1.5431,0.5772137451332531,1.0,2.0
32,4,1,Mira Sorvino,Gleb Savchenko,6.368,0.7299515620425036,5.0,7.0
32,4,2,Barry Williams,Peta Murgatroyd,9.389,0.7807303977657067,8.0,11.0
32,4,3,Alyson Hannigan,Sasha Farber,9.4031,0.7688104427943835,8.0,11.0
32,4,4,Xochitl Gomez,Valentin Chmerkovskiy,1.0251,0.15771010509071637,1.0,1.0
32,4,5,Adrian Peterson,Britt Stewart,10.8851,0.32727465662664273,10.0,11.0
32,4,8,Jason Mraz,Daniella Karagach,3.3716,0.7348247660113768,2.0,4.0
32,4,9,Lele Pons,Brandon Armstrong,5.2694,0.6547262837634246,5.0,7.0
32,4,10,Harry Jowsey,Rylee Arnold,6.3626,0.7336041558672852,5.0,7.0
32,4,11,Mauricio Umansky,Emma Slater,8.2724,0.6736791702007983,8.0,10.0
32,4,12,Charity Lawson,Artem Chigvintsev,3.3662,0.7308563299975642,2.0,4.0
32,4,13,Ariana Madix,Pasha Pashkov,2.2875,0.6062016974982863,2.0,4.0
32,5,1,Mira Sorvino,Gleb Savchenko,9.9989,0.04357728649181593,10.0,10.0
32,5,2,Barry Williams,Peta Murgatroyd,5.5061,1.1211995802933052,4.0,7.0
32,5,3,Alyson Hannigan,Sasha Farber,7.9961,0.0853552491171764,8.0,8.0
32,5,4,Xochitl Gomez,Valentin Chmerkovskiy,1.6594,0.6921268264952569,1.0,3.0
32,5,8,Jason Mraz,Daniella Karagach,2.6879,0.5940781791046438,1.0,3.0
32,5,9,Lele Pons,Brandon Armstrong,5.5104,1.1256191815415135,4.0,7.0
32,5,10,Harry Jowsey,Rylee Arnold,8.9999,0.03873164099288054,9.0,9.0
32,5,11,Mauricio Umansky,Emma Slater,5.4753,1.1243292763386386,4.0,7.0
32,5,12,Charity Lawson,Artem Chigvintsev,1.6583,0.6926680943344312,1.0,3.0
32,5,13,Ariana Madix,Pasha Pashkov,5.5077,1.1191362547052355,4.0,7.0
32,6,2,Barry Williams,Peta Murgatroyd,6.1523,0.3612724204477524,6.0,7.0
32,6,3,Alyson Hannigan,Sasha Farber,6.8709,0.39604150652108283,6.0,7.0
32,6,4,Xochitl Gomez,Valentin Chmerkovskiy,1.1463,0.3556809819150992,1.0,2.0
32,6,8,Jason Mraz,Daniella Karagach,3.1537,0.4511060403784975,3.0,4.0
32,6,9,Lele Pons,Brandon Armstrong,4.831,0.40553106606591105,4.0,5.0
32,6,10,Harry Jowsey,Rylee Arnold,7.9768,0.1525256909790635,8.0,8.0
32,6,11,Mauricio Umansky,Emma Slater,9.0,0.0,9.0,9.0
32,6,12,Charity Lawson,Artem Chigvintsev,3.9878,0.5532465708676544,3.0,5.0
32,6,13,Ariana Madix,Pasha Pashkov,1.8812,0.3996279898268199,1.0,2.0
32,7,2,Barry Williams,Peta Murgatroyd,6.727,0.766374407827724,6.0,8.0
32,7,3,Alyson Hannigan,Sasha Farber,4.7462,0.779260087922166,3.0,6.0
32,7,4,Xochitl Gomez,Valentin Chmerkovskiy,1.8292,0.9187555557258523,1.0,4.0
32,7,8,Jason Mraz,Daniella Karagach,3.3303,1.034654029565481,1.0,5.0
32,7,9,Lele Pons,Brandon Armstrong,6.9314,0.9961893792487115,5.0,8.0
32,7,10,Harry Jowsey,Rylee Arnold,7.2434,0.7577690026559131,6.0,8.0
32,7,12,Charity Lawson,Artem Chigvintsev,3.3526,1.0508966068875831,1.0,5.0
32,7,13,Ariana Madix,Pasha Pashkov,1.8399,0.9318555818808785,1.0,4.0
32,8,2,Barry Williams,Peta Murgatroyd,7.0,0.0,7.0,7.0
32,8,3,Alyson Hannigan,Sasha Farber,3.9993,0.05567602699545088,4.0,4.0
32,8,4,Xochitl Gomez,Valentin Chmerkovskiy,2.1361,0.3952118536189472,2.0,3.0
32,8,8,Jason Mraz,Daniella Karagach,4.9988,0.034621956443661346,5.0,5.0
32,8,10,Harry Jowsey,Rylee Arnold,6.0,0.0,6.0,6.0
32,8,12,Charity Lawson,Artem Chigvintsev,2.8451,0.370026596298423,2.0,3.0
32,8,13,Ariana Madix,Pasha Pashkov,1.0207,0.1444769786496654,1.0,1.0
32,9,3,Alyson Hannigan,Sasha Farber,5.0,0.0,5.0,5.0
32,9,4,Xochitl Gomez,Valentin Chmerkovskiy,1.9785,0.15504887621457153,2.0,2.0
32,9,8,Jason Mraz,Daniella Karagach,1.023,0.1499107978923879,1.0,1.0
32,9,10,Harry Jowsey,Rylee Arnold,6.0,0.0,6.0,6.0
32,9,12,Charity Lawson,Artem Chigvintsev,3.1465,0.35784152226300686,3.0,4.0
32,9,13,Ariana Madix,Pasha Pashkov,3.852,0.3551177422504913,3.0,4.0
32,10,3,Alyson Hannigan,Sasha Farber,4.9991,0.029987996398439177,5.0,5.0
32,10,4,Xochitl Gomez,Valentin Chmerkovskiy,1.5242,0.7631989303325354,1.0,3.0
32,10,8,Jason Mraz,Daniella Karagach,3.482,0.7684627860250296,2.0,4.0
32,10,12,Charity Lawson,Artem Chigvintsev,2.1691,0.9249814858011526,1.0,4.0
32,10,13,Ariana Madix,Pasha Pashkov,2.8256,0.9182967749571417,1.0,4.0
32,11,3,Alyson Hannigan,Sasha Farber,4.9976,0.048933418518889486,5.0,5.0
32,11,4,Xochitl Gomez,Valentin Chmerkovskiy,2.1201,1.0510882306670828,1.0,4.0
32,11,8,Jason Mraz,Daniella Karagach,2.0972,1.0466430653143481,1.0,4.0
32,11,12,Charity Lawson,Artem Chigvintsev,2.9021,1.046338889895264,1.0,4.0
32,11,13,Ariana Madix,Pasha Pashkov,2.883,1.0488188604807818,1.0,4.0
33,1,0,Tori Spelling,Pasha Pashkov,10.6635,1.0567778517469018,9.0,12.0
33,1,1,Eric Roberts,Britt Stewart,12.82,0.4247564499853771,12.0,13.0
33,1,2,Reginald VelJohnson,Emma Slater,11.9271,0.7001675609890436,11.0,13.0
33,1,3,Chandler Kinney,Brandon Armstrong,1.1972,0.4633936052249062,1.0,2.0
33,1,4,Dwight Howard?,Daniella Karagach,2.1823,0.7921675725162541,1.0,4.0
33,1,5,Danny Amendola,Witney Carson,5.0369,1.0799328754610429,3.0,7.0
33,1,6,Stephen Nedoroscik,Rylee Arnold,3.5324,0.9850113018267725,2.0,5.0
33,1,7,Ilona Maher,Alan Bersten,8.8524,1.402287731205013,6.0,11.0
33,1,8,Anna Delvey,Ezra Sosa,8.8321,1.419686987020064,6.0,11.0
33,1,9,Brooks Nader,Gleb Savchenko,8.8561,1.423936638181264,6.0,11.0
33,1,10,Phaedra Parks,Val Chmerkovskiy,6.7835,1.3289862190546022,5.0,9.0
33,1,11,Jenn Tran,Sasha Farber,6.7938,1.3250121228549454,5.0,9.0
33,1,12,Joey Graziadei,Jenna Johnson,3.5227,0.9793776738637673,2.0,5.0
33,2,0,Tori Spelling,Pasha Pashkov,11.8691,0.4726388988994407,11.0,12.0
33,2,1,Eric Roberts,Britt Stewart,10.5889,0.6075637442855994,10.0,12.0
33,2,2,Reginald VelJohnson,Emma Slater,10.5655,0.6064210786676743,10.0,12.0
