season,week,contestant_id,celebrity_name,ballroom_partner,judge_rank,fan_rank_min,fan_rank_max,combined_rank_min,combined_rank_max,actual_eliminated,epsilon,k_actual,status,worse_definite,worse_possible
2,7,5,Jerry Rice,Anna Trebunskaya,4,2.0,2.0,6.0,6.0,0,0.05,1,always_safe,1.0,1.0
2,7,8,Drew Lachey,Cheryl Burke,1,1.0,3.0,2.0,4.0,0,0.05,1,always_safe,2.0,3.0
2,7,3,Lisa Rinna,Louis van Amstel,3,4.0,4.0,7.0,7.0,1,0.1,1,always_eliminated,0.0,0.0
2,7,4,Stacy Keibler,Tony Dovolani,1,1.0,3.0,2.0,4.0,0,0.1,1,always_safe,2.0,3.0
2,7,5,Jerry Rice,Anna Trebunskaya,4,1.0,3.0,5.0,7.0,0,0.1,1,uncertain,0.0,1.0
2,7,8,Drew Lachey,Cheryl Burke,1,1.0,3.0,2.0,4.0,0,0.1,1,always_safe,2.0,3.0
2,8,4,Stacy Keibler,Tony Dovolani,2,2.0,2.0,4.0,4.0,0,0.01,0,no_elimination,,
2,8,5,Jerry Rice,Anna Trebunskaya,3,3.0,3.0,6.0,6.0,0,0.01,0,no_elimination,,
2,8,8,Drew Lachey,Cheryl Burke,1,1.0,1.0,2.0,2.0,0,0.01,0,no_elimination,,
2,8,4,Stacy Keibler,Tony Dovolani,2,1.0,3.0,3.0,5.0,0,0.05,0,no_elimination,,
2,8,5,Jerry Rice,Anna Trebunskaya,3,2.0,3.0,5.0,6.0,0,0.05,0,no_elimination,,
2,8,8,Drew Lachey,Cheryl Burke,1,1.0,2.0,2.0,3.0,0,0.05,0,no_elimination,,
2,8,4,Stacy Keibler,Tony Dovolani,2,1.0,3.0,3.0,5.0,0,0.1,0,no_elimination,,
2,8,5,Jerry Rice,Anna Trebunskaya,3,1.0,3.0,4.0,6.0,0,0.1,0,no_elimination,,
2,8,8,Drew Lachey,Cheryl Burke,1,1.0,3.0,2.0,4.0,0,0.1,0,no_elimination,,
28,1,0,Kate Flannery,Pasha Pashkov,9,,,,,0,0.01,0,unsolved,,
28,1,1,James Van Der Beek,Emma Slater,1,,,,,0,0.01,0,unsolved,,
28,1,2,Kel Mitchell,Witney Carson,7,,,,,0,0.01,0,unsolved,,
28,1,3,Ray Lewis,Cheryl Burke,9,,,,,0,0.01,0,unsolved,,
28,1,4,Lamar Odom,Peta Murgatroyd,12,,,,,0,0.01,0,unsolved,,
28,1,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,4,,,,,0,0.01,0,unsolved,,
28,1,6,Sean Spicer,Lindsay Arnold,11,,,,,0,0.01,0,unsolved,,
28,1,7,Mary Wilson,Brandon Armstrong,5,,,,,0,0.01,0,unsolved,,
28,1,8,Lauren Alaina,Gleb Savchenko,3,,,,,0,0.01,0,unsolved,,
28,1,9,Ally Brooke,Sasha Farber,7,,,,,0,0.01,0,unsolved,,
28,1,10,Karamo Brown,Jenna Johnson,5,,,,,0,0.01,0,unsolved,,
28,1,11,Hannah Brown,Alan Bersten,2,,,,,0,0.01,0,unsolved,,
28,1,0,Kate Flannery,Pasha Pashkov,9,,,,,0,0.05,0,unsolved,,
28,1,1,James Van Der Beek,Emma Slater,1,,,,,0,0.05,0,unsolved,,
28,1,2,Kel Mitchell,Witney Carson,7,,,,,0,0.05,0,unsolved,,
28,1,3,Ray Lewis,Cheryl Burke,9,,,,,0,0.05,0,unsolved,,
28,1,4,Lamar Odom,Peta Murgatroyd,12,,,,,0,0.05,0,unsolved,,
28,1,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,4,,,,,0,0.05,0,unsolved,,
28,1,6,Sean Spicer,Lindsay Arnold,11,,,,,0,0.05,0,unsolved,,
28,1,7,Mary Wilson,Brandon Armstrong,5,,,,,0,0.05,0,unsolved,,
28,1,8,Lauren Alaina,Gleb Savchenko,3,,,,,0,0.05,0,unsolved,,
28,1,9,Ally Brooke,Sasha Farber,7,,,,,0,0.05,0,unsolved,,
28,1,10,Karamo Brown,Jenna Johnson,5,,,,,0,0.05,0,unsolved,,
28,1,11,Hannah Brown,Alan Bersten,2,,,,,0,0.05,0,unsolved,,
28,1,0,Kate Flannery,Pasha Pashkov,9,,,,,0,0.1,0,unsolved,,
28,1,1,James Van Der Beek,Emma Slater,1,,,,,0,0.1,0,unsolved,,
28,1,2,Kel Mitchell,Witney Carson,7,,,,,0,0.1,0,unsolved,,
28,1,3,Ray Lewis,Cheryl Burke,9,,,,,0,0.1,0,unsolved,,
28,1,4,Lamar Odom,Peta Murgatroyd,12,,,,,0,0.1,0,unsolved,,
28,1,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,4,,,,,0,0.1,0,unsolved,,
28,1,6,Sean Spicer,Lindsay Arnold,11,,,,,0,0.1,0,unsolved,,
28,1,7,Mary Wilson,Brandon Armstrong,5,,,,,0,0.1,0,unsolved,,
28,1,8,Lauren Alaina,Gleb Savchenko,3,,,,,0,0.1,0,unsolved,,
28,1,9,Ally Brooke,Sasha Farber,7,,,,,0,0.1,0,unsolved,,
28,1,10,Karamo Brown,Jenna Johnson,5,,,,,0,0.1,0,unsolved,,
28,1,11,Hannah Brown,Alan Bersten,2,,,,,0,0.1,0,unsolved,,
28,2,0,Kate Flannery,Pasha Pashkov,2,,,,,0,0.01,1,unsolved,,
28,2,1,James Van Der Beek,Emma Slater,3,,,,,0,0.01,1,unsolved,,
28,2,2,Kel Mitchell,Witney Carson,3,,,,,0,0.01,1,unsolved,,
28,2,3,Ray Lewis,Cheryl Burke,10,,,,,0,0.01,1,unsolved,,
28,2,4,Lamar Odom,Peta Murgatroyd,12,,,,,0,0.01,1,unsolved,,
28,2,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,8,,,,,0,0.01,1,unsolved,,
28,2,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.01,1,unsolved,,
28,2,7,Mary Wilson,Brandon Armstrong,10,,,,,1,0.01,1,unsolved,,
28,2,8,Lauren Alaina,Gleb Savchenko,6,,,,,0,0.01,1,unsolved,,
28,2,9,Ally Brooke,Sasha Farber,3,,,,,0,0.01,1,unsolved,,
28,2,10,Karamo Brown,Jenna Johnson,6,,,,,0,0.01,1,unsolved,,
28,2,11,Hannah Brown,Alan Bersten,1,,,,,0,0.01,1,unsolved,,
28,2,0,Kate Flannery,Pasha Pashkov,2,,,,,0,0.05,1,unsolved,,
28,2,1,James Van Der Beek,Emma Slater,3,,,,,0,0.05,1,unsolved,,
28,2,2,Kel Mitchell,Witney Carson,3,,,,,0,0.05,1,unsolved,,
28,2,3,Ray Lewis,Cheryl Burke,10,,,,,0,0.05,1,unsolved,,
28,2,4,Lamar Odom,Peta Murgatroyd,12,,,,,0,0.05,1,unsolved,,
28,2,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,8,,,,,0,0.05,1,unsolved,,
28,2,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.05,1,unsolved,,
28,2,7,Mary Wilson,Brandon Armstrong,10,,,,,1,0.05,1,unsolved,,
28,2,8,Lauren Alaina,Gleb Savchenko,6,,,,,0,0.05,1,unsolved,,
28,2,9,Ally Brooke,Sasha Farber,3,,,,,0,0.05,1,unsolved,,
28,2,10,Karamo Brown,Jenna Johnson,6,,,,,0,0.05,1,unsolved,,
28,2,11,Hannah Brown,Alan Bersten,1,,,,,0,0.05,1,unsolved,,
28,2,0,Kate Flannery,Pasha Pashkov,2,,,,,0,0.1,1,unsolved,,
28,2,1,James Van Der Beek,Emma Slater,3,,,,,0,0.1,1,unsolved,,
28,2,2,Kel Mitchell,Witney Carson,3,,,,,0,0.1,1,unsolved,,
28,2,3,Ray Lewis,Cheryl Burke,10,,,,,0,0.1,1,unsolved,,
28,2,4,Lamar Odom,Peta Murgatroyd,12,,,,,0,0.1,1,unsolved,,
28,2,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,8,,,,,0,0.1,1,unsolved,,
28,2,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.1,1,unsolved,,
28,2,7,Mary Wilson,Brandon Armstrong,10,,,,,1,0.1,1,unsolved,,
28,2,8,Lauren Alaina,Gleb Savchenko,6,,,,,0,0.1,1,unsolved,,
28,2,9,Ally Brooke,Sasha Farber,3,,,,,0,0.1,1,unsolved,,
28,2,10,Karamo Brown,Jenna Johnson,6,,,,,0,0.1,1,unsolved,,
28,2,11,Hannah Brown,Alan Bersten,1,,,,,0,0.1,1,unsolved,,
28,3,0,Kate Flannery,Pasha Pashkov,1,,,,,0,0.01,0,unsolved,,
28,3,1,James Van Der Beek,Emma Slater,3,,,,,0,0.01,0,unsolved,,
28,3,2,Kel Mitchell,Witney Carson,6,,,,,0,0.01,0,unsolved,,
28,3,4,Lamar Odom,Peta Murgatroyd,10,,,,,0,0.01,0,unsolved,,
28,3,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,3,,,,,0,0.01,0,unsolved,,
28,3,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.01,0,unsolved,,
28,3,8,Lauren Alaina,Gleb Savchenko,6,,,,,0,0.01,0,unsolved,,
28,3,9,Ally Brooke,Sasha Farber,1,,,,,0,0.01,0,unsolved,,
28,3,10,Karamo Brown,Jenna Johnson,8,,,,,0,0.01,0,unsolved,,
28,3,11,Hannah Brown,Alan Bersten,5,,,,,0,0.01,0,unsolved,,
28,3,0,Kate Flannery,Pasha Pashkov,1,,,,,0,0.05,0,unsolved,,
28,3,1,James Van Der Beek,Emma Slater,3,,,,,0,0.05,0,unsolved,,
28,3,2,Kel Mitchell,Witney Carson,6,,,,,0,0.05,0,unsolved,,
28,3,4,Lamar Odom,Peta Murgatroyd,10,,,,,0,0.05,0,unsolved,,
28,3,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,3,,,,,0,0.05,0,unsolved,,
28,3,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.05,0,unsolved,,
28,3,8,Lauren Alaina,Gleb Savchenko,6,,,,,0,0.05,0,unsolved,,
28,3,9,Ally Brooke,Sasha Farber,1,,,,,0,0.05,0,unsolved,,
28,3,10,Karamo Brown,Jenna Johnson,8,,,,,0,0.05,0,unsolved,,
28,3,11,Hannah Brown,Alan Bersten,5,,,,,0,0.05,0,unsolved,,
28,3,0,Kate Flannery,Pasha Pashkov,1,,,,,0,0.1,0,unsolved,,
28,3,1,James Van Der Beek,Emma Slater,3,,,,,0,0.1,0,unsolved,,
28,3,2,Kel Mitchell,Witney Carson,6,,,,,0,0.1,0,unsolved,,
28,3,4,Lamar Odom,Peta Murgatroyd,10,,,,,0,0.1,0,unsolved,,
28,3,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,3,,,,,0,0.1,0,unsolved,,
28,3,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.1,0,unsolved,,
28,3,8,Lauren Alaina,Gleb Savchenko,6,,,,,0,0.1,0,unsolved,,
28,3,9,Ally Brooke,Sasha Farber,1,,,,,0,0.1,0,unsolved,,
28,3,10,Karamo Brown,Jenna Johnson,8,,,,,0,0.1,0,unsolved,,
28,3,11,Hannah Brown,Alan Bersten,5,,,,,0,0.1,0,unsolved,,
28,4,0,Kate Flannery,Pasha Pashkov,8,,,,,0,0.01,1,unsolved,,
28,4,1,James Van Der Beek,Emma Slater,6,,,,,0,0.01,1,unsolved,,
28,4,2,Kel Mitchell,Witney Carson,1,,,,,0,0.01,1,unsolved,,
28,4,4,Lamar Odom,Peta Murgatroyd,10,,,,,1,0.01,1,unsolved,,
28,4,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,5,,,,,0,0.01,1,unsolved,,
28,4,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.01,1,unsolved,,
28,4,8,Lauren Alaina,Gleb Savchenko,1,,,,,0,0.01,1,unsolved,,
28,4,9,Ally Brooke,Sasha Farber,1,,,,,0,0.01,1,unsolved,,
28,4,10,Karamo Brown,Jenna Johnson,6,,,,,0,0.01,1,unsolved,,
28,4,11,Hannah Brown,Alan Bersten,1,,,,,0,0.01,1,unsolved,,
28,4,0,Kate Flannery,Pasha Pashkov,8,,,,,0,0.05,1,unsolved,,
28,4,1,James Van Der Beek,Emma Slater,6,,,,,0,0.05,1,unsolved,,
28,4,2,Kel Mitchell,Witney Carson,1,,,,,0,0.05,1,unsolved,,
28,4,4,Lamar Odom,Peta Murgatroyd,10,,,,,1,0.05,1,unsolved,,
28,4,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,5,,,,,0,0.05,1,unsolved,,
28,4,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.05,1,unsolved,,
28,4,8,Lauren Alaina,Gleb Savchenko,1,,,,,0,0.05,1,unsolved,,
28,4,9,Ally Brooke,Sasha Farber,1,,,,,0,0.05,1,unsolved,,
28,4,10,Karamo Brown,Jenna Johnson,6,,,,,0,0.05,1,unsolved,,
28,4,11,Hannah Brown,Alan Bersten,1,,,,,0,0.05,1,unsolved,,
28,4,0,Kate Flannery,Pasha Pashkov,8,,,,,0,0.1,1,unsolved,,
28,4,1,James Van Der Beek,Emma Slater,6,,,,,0,0.1,1,unsolved,,
28,4,2,Kel Mitchell,Witney Carson,1,,,,,0,0.1,1,unsolved,,
28,4,4,Lamar Odom,Peta Murgatroyd,10,,,,,1,0.1,1,unsolved,,
28,4,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,5,,,,,0,0.1,1,unsolved,,
28,4,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.1,1,unsolved,,
28,4,8,Lauren Alaina,Gleb Savchenko,1,,,,,0,0.1,1,unsolved,,
28,4,9,Ally Brooke,Sasha Farber,1,,,,,0,0.1,1,unsolved,,
28,4,10,Karamo Brown,Jenna Johnson,6,,,,,0,0.1,1,unsolved,,
28,4,11,Hannah Brown,Alan Bersten,1,,,,,0,0.1,1,unsolved,,
28,5,0,Kate Flannery,Pasha Pashkov,5,,,,,0,0.01,0,unsolved,,
28,5,1,James Van Der Beek,Emma Slater,2,,,,,0,0.01,0,unsolved,,
28,5,2,Kel Mitchell,Witney Carson,2,,,,,0,0.01,0,unsolved,,
28,5,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,5,,,,,0,0.01,0,unsolved,,
28,5,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.01,0,unsolved,,
28,5,8,Lauren Alaina,Gleb Savchenko,7,,,,,0,0.01,0,unsolved,,
28,5,9,Ally Brooke,Sasha Farber,1,,,,,0,0.01,0,unsolved,,
28,5,10,Karamo Brown,Jenna Johnson,8,,,,,0,0.01,0,unsolved,,
28,5,11,Hannah Brown,Alan Bersten,4,,,,,0,0.01,0,unsolved,,
28,5,0,Kate Flannery,Pasha Pashkov,5,,,,,0,0.05,0,unsolved,,
28,5,1,James Van Der Beek,Emma Slater,2,,,,,0,0.05,0,unsolved,,
28,5,2,Kel Mitchell,Witney Carson,2,,,,,0,0.05,0,unsolved,,
28,5,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,5,,,,,0,0.05,0,unsolved,,
28,5,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.05,0,unsolved,,
28,5,8,Lauren Alaina,Gleb Savchenko,7,,,,,0,0.05,0,unsolved,,
28,5,9,Ally Brooke,Sasha Farber,1,,,,,0,0.05,0,unsolved,,
28,5,10,Karamo Brown,Jenna Johnson,8,,,,,0,0.05,0,unsolved,,
28,5,11,Hannah Brown,Alan Bersten,4,,,,,0,0.05,0,unsolved,,
28,5,0,Kate Flannery,Pasha Pashkov,5,,,,,0,0.1,0,unsolved,,
28,5,1,James Van Der Beek,Emma Slater,2,,,,,0,0.1,0,unsolved,,
28,5,2,Kel Mitchell,Witney Carson,2,,,,,0,0.1,0,unsolved,,
28,5,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,5,,,,,0,0.1,0,unsolved,,
28,5,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.1,0,unsolved,,
28,5,8,Lauren Alaina,Gleb Savchenko,7,,,,,0,0.1,0,unsolved,,
28,5,9,Ally Brooke,Sasha Farber,1,,,,,0,0.1,0,unsolved,,
28,5,10,Karamo Brown,Jenna Johnson,8,,,,,0,0.1,0,unsolved,,
28,5,11,Hannah Brown,Alan Bersten,4,,4.0,,8.0,0,0.1,0,unsolved,,
28,6,0,Kate Flannery,Pasha Pashkov,1,,,,,0,0.01,1,unsolved,,
28,6,1,James Van Der Beek,Emma Slater,1,,,,,0,0.01,1,unsolved,,
28,6,2,Kel Mitchell,Witney Carson,4,,,,,0,0.01,1,unsolved,,
28,6,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,1,,,,,1,0.01,1,unsolved,,
28,6,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.01,1,unsolved,,
28,6,8,Lauren Alaina,Gleb Savchenko,4,,,,,0,0.01,1,unsolved,,
28,6,9,Ally Brooke,Sasha Farber,6,,,,,0,0.01,1,unsolved,,
28,6,10,Karamo Brown,Jenna Johnson,6,,,,,0,0.01,1,unsolved,,
28,6,11,Hannah Brown,Alan Bersten,8,,,,,0,0.01,1,unsolved,,
28,6,0,Kate Flannery,Pasha Pashkov,1,,,,,0,0.05,1,unsolved,,
28,6,1,James Van Der Beek,Emma Slater,1,,,,,0,0.05,1,unsolved,,
28,6,2,Kel Mitchell,Witney Carson,4,,,,,0,0.05,1,unsolved,,
28,6,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,1,,,,,1,0.05,1,unsolved,,
28,6,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.05,1,unsolved,,
28,6,8,Lauren Alaina,Gleb Savchenko,4,,,,,0,0.05,1,unsolved,,
28,6,9,Ally Brooke,Sasha Farber,6,,,,,0,0.05,1,unsolved,,
28,6,10,Karamo Brown,Jenna Johnson,6,,,,,0,0.05,1,unsolved,,
28,6,11,Hannah Brown,Alan Bersten,8,,,,,0,0.05,1,unsolved,,
28,6,0,Kate Flannery,Pasha Pashkov,1,,,,,0,0.1,1,unsolved,,
28,6,1,James Van Der Beek,Emma Slater,1,,,,,0,0.1,1,unsolved,,
28,6,2,Kel Mitchell,Witney Carson,4,4.0,,8.0,,0,0.1,1,unsolved,,
28,6,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,1,,,,,1,0.1,1,unsolved,,
28,6,6,Sean Spicer,Lindsay Arnold,9,,,,,0,0.1,1,unsolved,,
28,6,8,Lauren Alaina,Gleb Savchenko,4,,,,,0,0.1,1,unsolved,,
28,6,9,Ally Brooke,Sasha Farber,6,,,,,0,0.1,1,unsolved,,
28,6,10,Karamo Brown,Jenna Johnson,6,,,,,0,0.1,1,unsolved,,
28,6,11,Hannah Brown,Alan Bersten,8,,,,,0,0.1,1,unsolved,,
28,7,0,Kate Flannery,Pasha Pashkov,7,,,,,0,0.01,1,unsolved,,
28,7,1,James Van Der Beek,Emma Slater,1,,,,,0,0.01,1,unsolved,,
28,7,2,Kel Mitchell,Witney Carson,5,,,,,0,0.01,1,unsolved,,
28,7,6,Sean Spicer,Lindsay Arnold,8,,,,,0,0.01,1,unsolved,,
28,7,8,Lauren Alaina,Gleb Savchenko,1,,,,,0,0.01,1,unsolved,,
28,7,9,Ally Brooke,Sasha Farber,1,,,,,0,0.01,1,unsolved,,
28,7,10,Karamo Brown,Jenna Johnson,6,,,,,1,0.01,1,unsolved,,
28,7,11,Hannah Brown,Alan Bersten,4,,,,,0,0.01,1,unsolved,,
28,7,0,Kate Flannery,Pasha Pashkov,7,,,,,0,0.05,1,unsolved,,
28,7,1,James Van Der Beek,Emma Slater,1,,,,,0,0.05,1,unsolved,,
28,7,2,Kel Mitchell,Witney Carson,5,,,,,0,0.05,1,unsolved,,
28,7,6,Sean Spicer,Lindsay Arnold,8,,,,,0,0.05,1,unsolved,,
28,7,8,Lauren Alaina,Gleb Savchenko,1,,,,,0,0.05,1,unsolved,,
28,7,9,Ally Brooke,Sasha Farber,1,,,,,0,0.05,1,unsolved,,
28,7,10,Karamo Brown,Jenna Johnson,6,,,,,1,0.05,1,unsolved,,
28,7,11,Hannah Brown,Alan Bersten,4,,,,,0,0.05,1,unsolved,,
28,7,0,Kate Flannery,Pasha Pashkov,7,,,,,0,0.1,1,unsolved,,
28,7,1,James Van Der Beek,Emma Slater,1,,,,,0,0.1,1,unsolved,,
28,7,2,Kel Mitchell,Witney Carson,5,,,,,0,0.1,1,unsolved,,
28,7,6,Sean Spicer,Lindsay Arnold,8,,,,,0,0.1,1,unsolved,,
28,7,8,Lauren Alaina,Gleb Savchenko,1,,,,,0,0.1,1,unsolved,,
28,7,9,Ally Brooke,Sasha Farber,1,,,,,0,0.1,1,unsolved,,
28,7,10,Karamo Brown,Jenna Johnson,6,,,,,1,0.1,1,unsolved,,
28,7,11,Hannah Brown,Alan Bersten,4,,,,,0,0.1,1,unsolved,,
28,8,0,Kate Flannery,Pasha Pashkov,5,,,,,1,0.01,1,unsolved,,
28,8,1,James Van Der Beek,Emma Slater,1,,,,,0,0.01,1,unsolved,,
28,8,2,Kel Mitchell,Witney Carson,4,,,,,0,0.01,1,unsolved,,
28,8,6,Sean Spicer,Lindsay Arnold,7,,,,,0,0.01,1,unsolved,,
28,8,8,Lauren Alaina,Gleb Savchenko,6,,,,,0,0.01,1,unsolved,,
28,8,9,Ally Brooke,Sasha Farber,3,,,,,0,0.01,1,unsolved,,
28,8,11,Hannah Brown,Alan Bersten,2,,,,,0,0.01,1,unsolved,,
28,8,0,Kate Flannery,Pasha Pashkov,5,,,,,1,0.05,1,unsolved,,
28,8,1,James Van Der Beek,Emma Slater,1,,,,,0,0.05,1,unsolved,,
28,8,2,Kel Mitchell,Witney Carson,4,,,,,0,0.05,1,unsolved,,
28,8,6,Sean Spicer,Lindsay Arnold,7,,,,,0,0.05,1,unsolved,,
28,8,8,Lauren Alaina,Gleb Savchenko,6,,,,,0,0.05,1,unsolved,,
28,8,9,Ally Brooke,Sasha Farber,3,,,,,0,0.05,1,unsolved,,
28,8,11,Hannah Brown,Alan Bersten,2,,,,,0,0.05,1,unsolved,,
28,8,0,Kate Flannery,Pasha Pashkov,5,,,,,1,0.1,1,unsolved,,
28,8,1,James Van Der Beek,Emma Slater,1,,,,,0,0.1,1,unsolved,,
28,8,2,Kel Mitchell,Witney Carson,4,,,,,0,0.1,1,unsolved,,
28,8,6,Sean Spicer,Lindsay Arnold,7,,,,,0,0.1,1,unsolved,,
28,8,8,Lauren Alaina,Gleb Savchenko,6,,,,,0,0.1,1,unsolved,,
28,8,9,Ally Brooke,Sasha Farber,3,,,,,0,0.1,1,unsolved,,
28,8,11,Hannah Brown,Alan Bersten,2,,,,,0,0.1,1,unsolved,,
28,9,1,James Van Der Beek,Emma Slater,3,,,,,0,0.01,1,unsolved,,
28,9,2,Kel Mitchell,Witney Carson,2,,,,,0,0.01,1,unsolved,,
28,9,6,Sean Spicer,Lindsay Arnold,6,,,,,1,0.01,1,unsolved,,
28,9,8,Lauren Alaina,Gleb Savchenko,5,,,,,0,0.01,1,unsolved,,
28,9,9,Ally Brooke,Sasha Farber,1,,,,,0,0.01,1,unsolved,,
28,9,11,Hannah Brown,Alan Bersten,4,,,,,0,0.01,1,unsolved,,
28,9,1,James Van Der Beek,Emma Slater,3,,,,,0,0.05,1,unsolved,,
28,9,2,Kel Mitchell,Witney Carson,2,,,,,0,0.05,1,unsolved,,
28,9,6,Sean Spicer,Lindsay Arnold,6,,,,,1,0.05,1,unsolved,,
28,9,8,Lauren Alaina,Gleb Savchenko,5,,,,,0,0.05,1,unsolved,,
28,9,9,Ally Brooke,Sasha Farber,1,,,,,0,0.05,1,unsolved,,
28,9,11,Hannah Brown,Alan Bersten,4,,,,,0,0.05,1,unsolved,,
28,9,1,James Van Der Beek,Emma Slater,3,,,,,0,0.1,1,unsolved,,
28,9,2,Kel Mitchell,Witney Carson,2,,,,,0,0.1,1,unsolved,,
28,9,6,Sean Spicer,Lindsay Arnold,6,,,,,1,0.1,1,unsolved,,
28,9,8,Lauren Alaina,Gleb Savchenko,5,,,,,0,0.1,1,unsolved,,
28,9,9,Ally Brooke,Sasha Farber,1,,,,,0,0.1,1,unsolved,,
28,9,11,Hannah Brown,Alan Bersten,4,,,,,0,0.1,1,unsolved,,
28,10,1,James Van Der Beek,Emma Slater,5,,,,,1,0.01,1,unsolved,,
28,10,2,Kel Mitchell,Witney Carson,2,,,,,0,0.01,1,unsolved,,
28,10,8,Lauren Alaina,Gleb Savchenko,3,,,,,0,0.01,1,unsolved,,
28,10,9,Ally Brooke,Sasha Farber,1,,,,,0,0.01,1,unsolved,,
28,10,11,Hannah Brown,Alan Bersten,3,,,,,0,0.01,1,unsolved,,
28,10,1,James Van Der Beek,Emma Slater,5,,,,,1,0.05,1,unsolved,,
28,10,2,Kel Mitchell,Witney Carson,2,,,,,0,0.05,1,unsolved,,
28,10,8,Lauren Alaina,Gleb Savchenko,3,,,,,0,0.05,1,unsolved,,
28,10,9,Ally Brooke,Sasha Farber,1,,,,,0,0.05,1,unsolved,,
28,10,11,Hannah Brown,Alan Bersten,3,,,,,0,0.05,1,unsolved,,
28,10,1,James Van Der Beek,Emma Slater,5,,,,,1,0.1,1,unsolved,,
28,10,2,Kel Mitchell,Witney Carson,2,,,,,0,0.1,1,unsolved,,
28,10,8,Lauren Alaina,Gleb Savchenko,3,,,,,0,0.1,1,unsolved,,
28,10,9,Ally Brooke,Sasha Farber,1,,,,,0,0.1,1,unsolved,,
28,10,11,Hannah Brown,Alan Bersten,3,,,,,0,0.1,1,unsolved,,
28,11,2,Kel Mitchell,Witney Carson,2,,,,,0,0.01,0,unsolved,,
28,11,8,Lauren Alaina,Gleb Savchenko,4,,,,,0,0.01,0,unsolved,,
28,11,9,Ally Brooke,Sasha Farber,1,,,,,0,0.01,0,unsolved,,
28,11,11,Hannah Brown,Alan Bersten,3,,,,,0,0.01,0,unsolved,,
28,11,2,Kel Mitchell,Witney Carson,2,,,,,0,0.05,0,unsolved,,
28,11,8,Lauren Alaina,Gleb Savchenko,4,,,,,0,0.05,0,unsolved,,
28,11,9,Ally Brooke,Sasha Farber,1,,,,,0,0.05,0,unsolved,,
28,11,11,Hannah Brown,Alan Bersten,3,,,,,0,0.05,0,unsolved,,
28,11,2,Kel Mitchell,Witney Carson,2,,,,,0,0.1,0,unsolved,,
28,11,8,Lauren Alaina,Gleb Savchenko,4,,,,,0,0.1,0,unsolved,,
28,11,9,Ally Brooke,Sasha Farber,1,,,,,0,0.1,0,unsolved,,
28,11,11,Hannah Brown,Alan Bersten,3,,,,,0,0.1,0,unsolved,,
29,1,0,Anne Heche,Keo Motsepe,6,,,,,0,0.01,0,unsolved,,
29,1,1,Jesse Metcalfe,Sharna Burgess,6,,,,,0,0.01,0,unsolved,,
29,1,2,Chrishell Stause,Gleb Savchenko,13,,,,,0,0.01,0,unsolved,,
29,1,3,Skai Jackson,Alan Bersten,1,,,,,0,0.01,0,unsolved,,
29,1,4,Justina Machado,Sasha Farber,1,,,,,0,0.01,0,unsolved,,
29,1,5,Charles Oakley,Emma Slater,14,,,,,0,0.01,0,unsolved,,
29,1,6,Veron Davis,Peta Murgatroyd,11,,,,,0,0.01,0,unsolved,,
29,1,7,Johnny Weir,Britt Stewart,6,,,,,0,0.01,0,unsolved,,
29,1,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.01,0,unsolved,,
29,1,9,AJ McLean,Cheryl Burke,6,,,,,0,0.01,0,unsolved,,
29,1,10,Nelly,Daniella Karagach,12,,,,,0,0.01,0,unsolved,,
29,1,11,Kaitlyn Bristowe,Artem Chigvintsev,3,,,,,0,0.01,0,unsolved,,
29,1,12,Carole Baskin,Pasha Pashkov,15,,,,,0,0.01,0,unsolved,,
29,1,13,Monica Aldama,Valentin Chmerkovskiy,5,,,,,0,0.01,0,unsolved,,
