season,week,contestant_id,celebrity_name,ballroom_partner,judge_rank,fan_rank_min,fan_rank_max,combined_rank_min,combined_rank_max,actual_eliminated,epsilon,k_actual,status,worse_definite,worse_possible
29,2,0,Anne Heche,Keo Motsepe,6,9,11,15,17,0,0.3,1,always_safe,4.0,6.0
29,2,1,Jesse Metcalfe,Sharna Burgess,4,3,5,7,9,0,0.3,1,always_safe,10.0,11.0
29,2,2,Chrishell Stause,Gleb Savchenko,6,8,10,14,16,0,0.3,1,always_safe,4.0,7.0
29,2,3,Skai Jackson,Alan Bersten,14,13,15,27,29,0,0.3,1,uncertain,0.0,1.0
29,2,4,Justina Machado,Sasha Farber,2,2,4,4,6,0,0.3,1,always_safe,12.0,13.0
29,2,5,Charles Oakley,Emma Slater,14,14,16,28,30,1,0.3,1,uncertain,0.0,1.0
29,2,6,Veron Davis,Peta Murgatroyd,6,7,9,13,15,0,0.3,1,always_safe,5.0,8.0
29,2,7,Johnny Weir,Britt Stewart,6,5,7,11,13,0,0.3,1,always_safe,7.0,9.0
29,2,8,Nev Schulman,Jenna Johnson,2,1,3,3,5,0,0.3,1,always_safe,12.0,13.0
29,2,9,AJ McLean,Cheryl Burke,5,4,6,9,11,0,0.3,1,always_safe,9.0,10.0
29,2,10,Nelly,Daniella Karagach,6,10,12,16,18,0,0.3,1,always_safe,4.0,5.0
29,2,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.3,1,always_safe,13.0,14.0
29,2,12,Carole Baskin,Pasha Pashkov,12,12,14,24,26,0,0.3,1,always_safe,2.0,3.0
29,2,13,Monica Aldama,Valentin Chmerkovskiy,12,11,13,23,25,0,0.3,1,always_safe,2.0,3.0
29,2,14,Jeannie Mai,Brandon Armstrong,6,6,8,12,14,0,0.3,1,always_safe,6.0,9.0
29,2,0,Anne Heche,Keo Motsepe,6,9,11,15,17,0,0.5,1,always_safe,4.0,6.0
29,2,1,Jesse Metcalfe,Sharna Burgess,4,3,5,7,9,0,0.5,1,always_safe,10.0,11.0
29,2,2,Chrishell Stause,Gleb Savchenko,6,8,10,14,16,0,0.5,1,always_safe,4.0,7.0
29,2,3,Skai Jackson,Alan Bersten,14,13,15,27,29,0,0.5,1,uncertain,0.0,1.0
29,2,4,Justina Machado,Sasha Farber,2,2,4,4,6,0,0.5,1,always_safe,12.0,13.0
29,2,5,Charles Oakley,Emma Slater,14,14,16,28,30,1,0.5,1,uncertain,0.0,1.0
29,2,6,Veron Davis,Peta Murgatroyd,6,7,9,13,15,0,0.5,1,always_safe,5.0,8.0
29,2,7,Johnny Weir,Britt Stewart,6,5,7,11,13,0,0.5,1,always_safe,7.0,9.0
29,2,8,Nev Schulman,Jenna Johnson,2,1,3,3,5,0,0.5,1,always_safe,12.0,13.0
29,2,9,AJ McLean,Cheryl Burke,5,4,6,9,11,0,0.5,1,always_safe,9.0,10.0
29,2,10,Nelly,Daniella Karagach,6,10,12,16,18,0,0.5,1,always_safe,4.0,5.0
29,2,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.5,1,always_safe,13.0,14.0
29,2,12,Carole Baskin,Pasha Pashkov,12,12,14,24,26,0,0.5,1,always_safe,2.0,3.0
29,2,13,Monica Aldama,Valentin Chmerkovskiy,12,11,13,23,25,0,0.5,1,always_safe,2.0,3.0
29,2,14,Jeannie Mai,Brandon Armstrong,6,6,8,12,14,0,0.5,1,always_safe,6.0,9.0
29,3,0,Anne Heche,Keo Motsepe,13,12,14,25,27,0,0.15,1,uncertain,0.0,1.0
29,3,1,Jesse Metcalfe,Sharna Burgess,9,8,10,17,19,0,0.15,1,always_safe,4.0,5.0
29,3,2,Chrishell Stause,Gleb Savchenko,4,5,7,9,11,0,0.15,1,always_safe,8.0,9.0
29,3,3,Skai Jackson,Alan Bersten,11,10,12,21,23,0,0.15,1,always_safe,2.0,3.0
29,3,4,Justina Machado,Sasha Farber,10,9,11,19,21,0,0.15,1,always_safe,3.0,4.0
29,3,6,Veron Davis,Peta Murgatroyd,4,3,5,7,9,0,0.15,1,always_safe,8.0,10.0
29,3,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.15,1,always_safe,12.0,13.0
29,3,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.15,1,always_safe,12.0,13.0
29,3,9,AJ McLean,Cheryl Burke,7,6,8,13,15,0,0.15,1,always_safe,6.0,7.0
29,3,10,Nelly,Daniella Karagach,11,11,13,22,24,0,0.15,1,always_safe,2.0,3.0
29,3,11,Kaitlyn Bristowe,Artem Chigvintsev,3,2,4,5,7,0,0.15,1,always_safe,10.0,11.0
29,3,12,Carole Baskin,Pasha Pashkov,14,13,15,27,29,1,0.15,1,always_eliminated,0.0,0.0
29,3,13,Monica Aldama,Valentin Chmerkovskiy,7,7,9,14,16,0,0.15,1,always_safe,6.0,7.0
29,3,14,Jeannie Mai,Brandon Armstrong,4,4,6,8,10,0,0.15,1,always_safe,8.0,10.0
29,3,0,Anne Heche,Keo Motsepe,13,12,14,25,27,0,0.2,1,uncertain,0.0,1.0
29,3,1,Jesse Metcalfe,Sharna Burgess,9,8,10,17,19,0,0.2,1,always_safe,4.0,5.0
29,3,2,Chrishell Stause,Gleb Savchenko,4,5,7,9,11,0,0.2,1,always_safe,8.0,9.0
29,3,3,Skai Jackson,Alan Bersten,11,10,12,21,23,0,0.2,1,always_safe,2.0,3.0
29,3,4,Justina Machado,Sasha Farber,10,9,11,19,21,0,0.2,1,always_safe,3.0,4.0
29,3,6,Veron Davis,Peta Murgatroyd,4,3,5,7,9,0,0.2,1,always_safe,8.0,10.0
29,3,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.2,1,always_safe,12.0,13.0
29,3,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.2,1,always_safe,12.0,13.0
29,3,9,AJ McLean,Cheryl Burke,7,6,8,13,15,0,0.2,1,always_safe,6.0,7.0
29,3,10,Nelly,Daniella Karagach,11,11,13,22,24,0,0.2,1,always_safe,2.0,3.0
29,3,11,Kaitlyn Bristowe,Artem Chigvintsev,3,2,4,5,7,0,0.2,1,always_safe,10.0,11.0
29,3,12,Carole Baskin,Pasha Pashkov,14,13,15,27,29,1,0.2,1,always_eliminated,0.0,0.0
29,3,13,Monica Aldama,Valentin Chmerkovskiy,7,7,9,14,16,0,0.2,1,always_safe,6.0,7.0
29,3,14,Jeannie Mai,Brandon Armstrong,4,4,6,8,10,0,0.2,1,always_safe,8.0,10.0
29,3,0,Anne Heche,Keo Motsepe,13,12,14,25,27,0,0.3,1,uncertain,0.0,1.0
29,3,1,Jesse Metcalfe,Sharna Burgess,9,8,10,17,19,0,0.3,1,always_safe,4.0,5.0
29,3,2,Chrishell Stause,Gleb Savchenko,4,5,7,9,11,0,0.3,1,always_safe,8.0,9.0
29,3,3,Skai Jackson,Alan Bersten,11,10,12,21,23,0,0.3,1,always_safe,2.0,3.0
29,3,4,Justina Machado,Sasha Farber,10,9,11,19,21,0,0.3,1,always_safe,3.0,4.0
29,3,6,Veron Davis,Peta Murgatroyd,4,3,5,7,9,0,0.3,1,always_safe,8.0,10.0
29,3,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.3,1,always_safe,12.0,13.0
29,3,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.3,1,always_safe,12.0,13.0
29,3,9,AJ McLean,Cheryl Burke,7,6,8,13,15,0,0.3,1,always_safe,6.0,7.0
29,3,10,Nelly,Daniella Karagach,11,11,13,22,24,0,0.3,1,always_safe,2.0,3.0
29,3,11,Kaitlyn Bristowe,Artem Chigvintsev,3,2,4,5,7,0,0.3,1,always_safe,10.0,11.0
29,3,12,Carole Baskin,Pasha Pashkov,14,13,15,27,29,1,0.3,1,always_eliminated,0.0,0.0
29,3,13,Monica Aldama,Valentin Chmerkovskiy,7,7,9,14,16,0,0.3,1,always_safe,6.0,7.0
29,3,14,Jeannie Mai,Brandon Armstrong,4,4,6,8,10,0,0.3,1,always_safe,8.0,10.0
29,3,0,Anne Heche,Keo Motsepe,13,12,14,25,27,0,0.5,1,uncertain,0.0,1.0
29,3,1,Jesse Metcalfe,Sharna Burgess,9,8,10,17,19,0,0.5,1,always_safe,4.0,5.0
29,3,2,Chrishell Stause,Gleb Savchenko,4,5,7,9,11,0,0.5,1,always_safe,8.0,9.0
29,3,3,Skai Jackson,Alan Bersten,11,10,12,21,23,0,0.5,1,always_safe,2.0,3.0
29,3,4,Justina Machado,Sasha Farber,10,9,11,19,21,0,0.5,1,always_safe,3.0,4.0
29,3,6,Veron Davis,Peta Murgatroyd,4,3,5,7,9,0,0.5,1,always_safe,8.0,10.0
29,3,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.5,1,always_safe,12.0,13.0
29,3,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.5,1,always_safe,12.0,13.0
29,3,9,AJ McLean,Cheryl Burke,7,6,8,13,15,0,0.5,1,always_safe,6.0,7.0
29,3,10,Nelly,Daniella Karagach,11,11,13,22,24,0,0.5,1,always_safe,2.0,3.0
29,3,11,Kaitlyn Bristowe,Artem Chigvintsev,3,2,4,5,7,0,0.5,1,always_safe,10.0,11.0
29,3,12,Carole Baskin,Pasha Pashkov,14,13,15,27,29,1,0.5,1,always_eliminated,0.0,0.0
29,3,13,Monica Aldama,Valentin Chmerkovskiy,7,7,9,14,16,0,0.5,1,always_safe,6.0,7.0
29,3,14,Jeannie Mai,Brandon Armstrong,4,4,6,8,10,0,0.5,1,always_safe,8.0,10.0
29,4,0,Anne Heche,Keo Motsepe,10,12,14,22,24,1,0.15,1,uncertain,0.0,1.0
29,4,1,Jesse Metcalfe,Sharna Burgess,10,10,12,20,22,0,0.15,1,uncertain,0.0,3.0
29,4,2,Chrishell Stause,Gleb Savchenko,8,8,10,16,18,0,0.15,1,always_safe,4.0,5.0
29,4,3,Skai Jackson,Alan Bersten,1,1,2,2,3,0,0.15,1,always_safe,11.0,12.0
29,4,4,Justina Machado,Sasha Farber,3,6,8,9,11,0,0.15,1,always_safe,6.0,7.0
29,4,6,Veron Davis,Peta Murgatroyd,8,7,9,15,17,0,0.15,1,always_safe,4.0,5.0
29,4,7,Johnny Weir,Britt Stewart,3,2,4,5,7,0,0.15,1,always_safe,8.0,10.0
29,4,8,Nev Schulman,Jenna Johnson,3,3,5,6,8,0,0.15,1,always_safe,7.0,10.0
29,4,9,AJ McLean,Cheryl Burke,3,5,7,8,10,0,0.15,1,always_safe,6.0,8.0
29,4,10,Nelly,Daniella Karagach,10,11,13,21,23,0,0.15,1,uncertain,0.0,2.0
29,4,11,Kaitlyn Bristowe,Artem Chigvintsev,2,1,3,3,5,0,0.15,1,always_safe,10.0,11.0
29,4,13,Monica Aldama,Valentin Chmerkovskiy,3,4,6,7,9,0,0.15,1,always_safe,6.0,9.0
29,4,14,Jeannie Mai,Brandon Armstrong,10,9,11,19,21,0,0.15,1,always_safe,1.0,3.0
29,4,0,Anne Heche,Keo Motsepe,10,12,14,22,24,1,0.2,1,uncertain,0.0,1.0
29,4,1,Jesse Metcalfe,Sharna Burgess,10,10,12,20,22,0,0.2,1,uncertain,0.0,3.0
29,4,2,Chrishell Stause,Gleb Savchenko,8,8,10,16,18,0,0.2,1,always_safe,4.0,5.0
29,4,3,Skai Jackson,Alan Bersten,1,1,2,2,3,0,0.2,1,always_safe,11.0,12.0
29,4,4,Justina Machado,Sasha Farber,3,6,8,9,11,0,0.2,1,always_safe,6.0,7.0
29,4,6,Veron Davis,Peta Murgatroyd,8,7,9,15,17,0,0.2,1,always_safe,4.0,5.0
29,4,7,Johnny Weir,Britt Stewart,3,2,4,5,7,0,0.2,1,always_safe,8.0,10.0
29,4,8,Nev Schulman,Jenna Johnson,3,3,5,6,8,0,0.2,1,always_safe,7.0,10.0
29,4,9,AJ McLean,Cheryl Burke,3,5,7,8,10,0,0.2,1,always_safe,6.0,8.0
29,4,10,Nelly,Daniella Karagach,10,11,13,21,23,0,0.2,1,uncertain,0.0,2.0
29,4,11,Kaitlyn Bristowe,Artem Chigvintsev,2,1,3,3,5,0,0.2,1,always_safe,10.0,11.0
29,4,13,Monica Aldama,Valentin Chmerkovskiy,3,4,6,7,9,0,0.2,1,always_safe,6.0,9.0
29,4,14,Jeannie Mai,Brandon Armstrong,10,9,11,19,21,0,0.2,1,always_safe,1.0,3.0
29,4,0,Anne Heche,Keo Motsepe,10,12,14,22,24,1,0.3,1,uncertain,0.0,1.0
29,4,1,Jesse Metcalfe,Sharna Burgess,10,10,12,20,22,0,0.3,1,uncertain,0.0,3.0
29,4,2,Chrishell Stause,Gleb Savchenko,8,8,10,16,18,0,0.3,1,always_safe,4.0,5.0
29,4,3,Skai Jackson,Alan Bersten,1,1,2,2,3,0,0.3,1,always_safe,11.0,12.0
29,4,4,Justina Machado,Sasha Farber,3,6,8,9,11,0,0.3,1,always_safe,6.0,7.0
29,4,6,Veron Davis,Peta Murgatroyd,8,7,9,15,17,0,0.3,1,always_safe,4.0,5.0
29,4,7,Johnny Weir,Britt Stewart,3,2,4,5,7,0,0.3,1,always_safe,8.0,10.0
29,4,8,Nev Schulman,Jenna Johnson,3,3,5,6,8,0,0.3,1,always_safe,7.0,10.0
29,4,9,AJ McLean,Cheryl Burke,3,5,7,8,10,0,0.3,1,always_safe,6.0,8.0
29,4,10,Nelly,Daniella Karagach,10,11,13,21,23,0,0.3,1,uncertain,0.0,2.0
29,4,11,Kaitlyn Bristowe,Artem Chigvintsev,2,1,3,3,5,0,0.3,1,always_safe,10.0,11.0
29,4,13,Monica Aldama,Valentin Chmerkovskiy,3,4,6,7,9,0,0.3,1,always_safe,6.0,9.0
29,4,14,Jeannie Mai,Brandon Armstrong,10,9,11,19,21,0,0.3,1,always_safe,1.0,3.0
29,4,0,Anne Heche,Keo Motsepe,10,12,14,22,24,1,0.5,1,uncertain,0.0,1.0
29,4,1,Jesse Metcalfe,Sharna Burgess,10,10,12,20,22,0,0.5,1,uncertain,0.0,3.0
29,4,2,Chrishell Stause,Gleb Savchenko,8,8,10,16,18,0,0.5,1,always_safe,4.0,5.0
29,4,3,Skai Jackson,Alan Bersten,1,1,2,2,3,0,0.5,1,always_safe,11.0,12.0
29,4,4,Justina Machado,Sasha Farber,3,6,8,9,11,0,0.5,1,always_safe,6.0,7.0
29,4,6,Veron Davis,Peta Murgatroyd,8,7,9,15,17,0,0.5,1,always_safe,4.0,5.0
29,4,7,Johnny Weir,Britt Stewart,3,2,4,5,7,0,0.5,1,always_safe,8.0,10.0
29,4,8,Nev Schulman,Jenna Johnson,3,3,5,6,8,0,0.5,1,always_safe,7.0,10.0
29,4,9,AJ McLean,Cheryl Burke,3,5,7,8,10,0,0.5,1,always_safe,6.0,8.0
29,4,10,Nelly,Daniella Karagach,10,11,13,21,23,0,0.5,1,uncertain,0.0,2.0
29,4,11,Kaitlyn Bristowe,Artem Chigvintsev,2,1,3,3,5,0,0.5,1,always_safe,10.0,11.0
29,4,13,Monica Aldama,Valentin Chmerkovskiy,3,4,6,7,9,0,0.5,1,always_safe,6.0,9.0
29,4,14,Jeannie Mai,Brandon Armstrong,10,9,11,19,21,0,0.5,1,always_safe,1.0,3.0
29,5,1,Jesse Metcalfe,Sharna Burgess,11,11,13,22,24,1,0.15,1,uncertain,0.0,1.0
29,5,2,Chrishell Stause,Gleb Savchenko,11,10,12,21,23,0,0.15,1,uncertain,0.0,1.0
29,5,3,Skai Jackson,Alan Bersten,5,6,8,11,13,0,0.15,1,always_safe,3.0,6.0
29,5,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.15,1,always_safe,5.0,7.0
29,5,6,Veron Davis,Peta Murgatroyd,10,9,11,19,21,0,0.15,1,always_safe,1.0,2.0
29,5,7,Johnny Weir,Britt Stewart,1,1,2,2,3,0,0.15,1,always_safe,10.0,11.0
29,5,8,Nev Schulman,Jenna Johnson,3,2,4,5,7,0,0.15,1,always_safe,8.0,9.0
29,5,9,AJ McLean,Cheryl Burke,5,5,7,10,12,0,0.15,1,always_safe,4.0,7.0
29,5,10,Nelly,Daniella Karagach,5,8,10,13,15,0,0.15,1,always_safe,3.0,4.0
29,5,11,Kaitlyn Bristowe,Artem Chigvintsev,2,1,3,3,5,0,0.15,1,always_safe,9.0,10.0
29,5,13,Monica Aldama,Valentin Chmerkovskiy,3,3,5,6,8,0,0.15,1,always_safe,8.0,9.0
29,5,14,Jeannie Mai,Brandon Armstrong,5,7,9,12,14,0,0.15,1,always_safe,3.0,5.0
29,5,1,Jesse Metcalfe,Sharna Burgess,11,11,13,22,24,1,0.2,1,uncertain,0.0,1.0
29,5,2,Chrishell Stause,Gleb Savchenko,11,10,12,21,23,0,0.2,1,uncertain,0.0,1.0
29,5,3,Skai Jackson,Alan Bersten,5,6,8,11,13,0,0.2,1,always_safe,3.0,6.0
29,5,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.2,1,always_safe,5.0,7.0
29,5,6,Veron Davis,Peta Murgatroyd,10,9,11,19,21,0,0.2,1,always_safe,1.0,2.0
29,5,7,Johnny Weir,Britt Stewart,1,1,2,2,3,0,0.2,1,always_safe,10.0,11.0
29,5,8,Nev Schulman,Jenna Johnson,3,2,4,5,7,0,0.2,1,always_safe,8.0,9.0
29,5,9,AJ McLean,Cheryl Burke,5,5,7,10,12,0,0.2,1,always_safe,4.0,7.0
29,5,10,Nelly,Daniella Karagach,5,8,10,13,15,0,0.2,1,always_safe,3.0,4.0
29,5,11,Kaitlyn Bristowe,Artem Chigvintsev,2,1,3,3,5,0,0.2,1,always_safe,9.0,10.0
29,5,13,Monica Aldama,Valentin Chmerkovskiy,3,3,5,6,8,0,0.2,1,always_safe,8.0,9.0
29,5,14,Jeannie Mai,Brandon Armstrong,5,7,9,12,14,0,0.2,1,always_safe,3.0,5.0
29,5,1,Jesse Metcalfe,Sharna Burgess,11,11,13,22,24,1,0.3,1,uncertain,0.0,1.0
29,5,2,Chrishell Stause,Gleb Savchenko,11,10,12,21,23,0,0.3,1,uncertain,0.0,1.0
29,5,3,Skai Jackson,Alan Bersten,5,6,8,11,13,0,0.3,1,always_safe,3.0,6.0
29,5,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.3,1,always_safe,5.0,7.0
29,5,6,Veron Davis,Peta Murgatroyd,10,9,11,19,21,0,0.3,1,always_safe,1.0,2.0
29,5,7,Johnny Weir,Britt Stewart,1,1,2,2,3,0,0.3,1,always_safe,10.0,11.0
29,5,8,Nev Schulman,Jenna Johnson,3,2,4,5,7,0,0.3,1,always_safe,8.0,9.0
29,5,9,AJ McLean,Cheryl Burke,5,5,7,10,12,0,0.3,1,always_safe,4.0,7.0
29,5,10,Nelly,Daniella Karagach,5,8,10,13,15,0,0.3,1,always_safe,3.0,4.0
29,5,11,Kaitlyn Bristowe,Artem Chigvintsev,2,1,3,3,5,0,0.3,1,always_safe,9.0,10.0
29,5,13,Monica Aldama,Valentin Chmerkovskiy,3,3,5,6,8,0,0.3,1,always_safe,8.0,9.0
29,5,14,Jeannie Mai,Brandon Armstrong,5,7,9,12,14,0,0.3,1,always_safe,3.0,5.0
29,5,1,Jesse Metcalfe,Sharna Burgess,11,11,13,22,24,1,0.5,1,uncertain,0.0,1.0
29,5,2,Chrishell Stause,Gleb Savchenko,11,10,12,21,23,0,0.5,1,uncertain,0.0,1.0
29,5,3,Skai Jackson,Alan Bersten,5,6,8,11,13,0,0.5,1,always_safe,3.0,6.0
29,5,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.5,1,always_safe,5.0,7.0
29,5,6,Veron Davis,Peta Murgatroyd,10,9,11,19,21,0,0.5,1,always_safe,1.0,2.0
29,5,7,Johnny Weir,Britt Stewart,1,1,2,2,3,0,0.5,1,always_safe,10.0,11.0
29,5,8,Nev Schulman,Jenna Johnson,3,2,4,5,7,0,0.5,1,always_safe,8.0,9.0
29,5,9,AJ McLean,Cheryl Burke,5,5,7,10,12,0,0.5,1,always_safe,4.0,7.0
29,5,10,Nelly,Daniella Karagach,5,8,10,13,15,0,0.5,1,always_safe,3.0,4.0
29,5,11,Kaitlyn Bristowe,Artem Chigvintsev,2,1,3,3,5,0,0.5,1,always_safe,9.0,10.0
29,5,13,Monica Aldama,Valentin Chmerkovskiy,3,3,5,6,8,0,0.5,1,always_safe,8.0,9.0
29,5,14,Jeannie Mai,Brandon Armstrong,5,7,9,12,14,0,0.5,1,always_safe,3.0,5.0
29,6,2,Chrishell Stause,Gleb Savchenko,7,7,9,14,16,0,0.15,1,always_safe,3.0,4.0
29,6,3,Skai Jackson,Alan Bersten,11,9,11,20,22,0,0.15,1,uncertain,0.0,1.0
29,6,4,Justina Machado,Sasha Farber,1,1,2,2,3,0,0.15,1,always_safe,8.0,10.0
29,6,6,Veron Davis,Peta Murgatroyd,10,10,12,20,22,1,0.15,1,uncertain,0.0,1.0
29,6,7,Johnny Weir,Britt Stewart,9,8,10,17,19,0,0.15,1,always_safe,2.0,2.0
29,6,8,Nev Schulman,Jenna Johnson,5,4,6,9,11,0,0.15,1,always_safe,5.0,6.0
29,6,9,AJ McLean,Cheryl Burke,1,2,4,3,5,0,0.15,1,always_safe,7.0,9.0
29,6,10,Nelly,Daniella Karagach,7,6,8,13,15,0,0.15,1,always_safe,3.0,4.0
29,6,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,3,2,4,0,0.15,1,always_safe,7.0,10.0
29,6,13,Monica Aldama,Valentin Chmerkovskiy,1,3,5,4,6,0,0.15,1,always_safe,7.0,8.0
29,6,14,Jeannie Mai,Brandon Armstrong,6,5,7,11,13,0,0.15,1,always_safe,4.0,5.0
29,6,2,Chrishell Stause,Gleb Savchenko,7,7,9,14,16,0,0.2,1,always_safe,3.0,4.0
29,6,3,Skai Jackson,Alan Bersten,11,9,11,20,22,0,0.2,1,uncertain,0.0,1.0
29,6,4,Justina Machado,Sasha Farber,1,1,2,2,3,0,0.2,1,always_safe,8.0,10.0
29,6,6,Veron Davis,Peta Murgatroyd,10,10,12,20,22,1,0.2,1,uncertain,0.0,1.0
29,6,7,Johnny Weir,Britt Stewart,9,8,10,17,19,0,0.2,1,always_safe,2.0,2.0
29,6,8,Nev Schulman,Jenna Johnson,5,4,6,9,11,0,0.2,1,always_safe,5.0,6.0
29,6,9,AJ McLean,Cheryl Burke,1,2,4,3,5,0,0.2,1,always_safe,7.0,9.0
29,6,10,Nelly,Daniella Karagach,7,6,8,13,15,0,0.2,1,always_safe,3.0,4.0
29,6,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,3,2,4,0,0.2,1,always_safe,7.0,10.0
29,6,13,Monica Aldama,Valentin Chmerkovskiy,1,3,5,4,6,0,0.2,1,always_safe,7.0,8.0
29,6,14,Jeannie Mai,Brandon Armstrong,6,5,7,11,13,0,0.2,1,always_safe,4.0,5.0
29,6,2,Chrishell Stause,Gleb Savchenko,7,7,9,14,16,0,0.3,1,always_safe,3.0,4.0
29,6,3,Skai Jackson,Alan Bersten,11,9,11,20,22,0,0.3,1,uncertain,0.0,1.0
29,6,4,Justina Machado,Sasha Farber,1,1,2,2,3,0,0.3,1,always_safe,8.0,10.0
29,6,6,Veron Davis,Peta Murgatroyd,10,10,12,20,22,1,0.3,1,uncertain,0.0,1.0
29,6,7,Johnny Weir,Britt Stewart,9,8,10,17,19,0,0.3,1,always_safe,2.0,2.0
29,6,8,Nev Schulman,Jenna Johnson,5,4,6,9,11,0,0.3,1,always_safe,5.0,6.0
29,6,9,AJ McLean,Cheryl Burke,1,2,4,3,5,0,0.3,1,always_safe,7.0,9.0
29,6,10,Nelly,Daniella Karagach,7,6,8,13,15,0,0.3,1,always_safe,3.0,4.0
29,6,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,3,2,4,0,0.3,1,always_safe,7.0,10.0
29,6,13,Monica Aldama,Valentin Chmerkovskiy,1,3,5,4,6,0,0.3,1,always_safe,7.0,8.0
29,6,14,Jeannie Mai,Brandon Armstrong,6,5,7,11,13,0,0.3,1,always_safe,4.0,5.0
29,6,2,Chrishell Stause,Gleb Savchenko,7,7,9,14,16,0,0.5,1,always_safe,3.0,4.0
29,6,3,Skai Jackson,Alan Bersten,11,9,11,20,22,0,0.5,1,uncertain,0.0,1.0
29,6,4,Justina Machado,Sasha Farber,1,1,2,2,3,0,0.5,1,always_safe,8.0,10.0
29,6,6,Veron Davis,Peta Murgatroyd,10,10,12,20,22,1,0.5,1,uncertain,0.0,1.0
29,6,7,Johnny Weir,Britt Stewart,9,8,10,17,19,0,0.5,1,always_safe,2.0,2.0
29,6,8,Nev Schulman,Jenna Johnson,5,4,6,9,11,0,0.5,1,always_safe,5.0,6.0
29,6,9,AJ McLean,Cheryl Burke,1,2,4,3,5,0,0.5,1,always_safe,7.0,9.0
29,6,10,Nelly,Daniella Karagach,7,6,8,13,15,0,0.5,1,always_safe,3.0,4.0
29,6,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,3,2,4,0,0.5,1,always_safe,7.0,10.0
29,6,13,Monica Aldama,Valentin Chmerkovskiy,1,3,5,4,6,0,0.5,1,always_safe,7.0,8.0
29,6,14,Jeannie Mai,Brandon Armstrong,6,5,7,11,13,0,0.5,1,always_safe,4.0,5.0
29,7,2,Chrishell Stause,Gleb Savchenko,5,6,8,11,13,0,0.15,1,always_safe,3.0,4.0
29,7,3,Skai Jackson,Alan Bersten,2,3,5,5,7,0,0.15,1,always_safe,6.0,7.0
29,7,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.15,1,always_safe,3.0,5.0
29,7,7,Johnny Weir,Britt Stewart,2,1,3,3,5,0,0.15,1,always_safe,6.0,8.0
29,7,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.15,1,always_safe,8.0,9.0
29,7,9,AJ McLean,Cheryl Burke,5,5,7,10,12,0,0.15,1,always_safe,3.0,5.0
29,7,10,Nelly,Daniella Karagach,2,2,4,4,6,0,0.15,1,always_safe,6.0,8.0
29,7,11,Kaitlyn Bristowe,Artem Chigvintsev,9,8,10,17,19,0,0.15,1,uncertain,0.0,1.0
29,7,13,Monica Aldama,Valentin Chmerkovskiy,10,9,11,19,21,1,0.15,1,always_eliminated,0.0,0.0
29,7,14,Jeannie Mai,Brandon Armstrong,8,7,9,15,17,0,0.15,1,always_safe,1.0,2.0
29,7,2,Chrishell Stause,Gleb Savchenko,5,6,8,11,13,0,0.2,1,always_safe,3.0,4.0
29,7,3,Skai Jackson,Alan Bersten,2,3,5,5,7,0,0.2,1,always_safe,6.0,7.0
29,7,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.2,1,always_safe,3.0,5.0
29,7,7,Johnny Weir,Britt Stewart,2,1,3,3,5,0,0.2,1,always_safe,6.0,8.0
29,7,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.2,1,always_safe,8.0,9.0
29,7,9,AJ McLean,Cheryl Burke,5,5,7,10,12,0,0.2,1,always_safe,3.0,5.0
29,7,10,Nelly,Daniella Karagach,2,2,4,4,6,0,0.2,1,always_safe,6.0,8.0
29,7,11,Kaitlyn Bristowe,Artem Chigvintsev,9,8,10,17,19,0,0.2,1,uncertain,0.0,1.0
29,7,13,Monica Aldama,Valentin Chmerkovskiy,10,9,11,19,21,1,0.2,1,always_eliminated,0.0,0.0
29,7,14,Jeannie Mai,Brandon Armstrong,8,7,9,15,17,0,0.2,1,always_safe,1.0,2.0
29,7,2,Chrishell Stause,Gleb Savchenko,5,6,8,11,13,0,0.3,1,always_safe,3.0,4.0
29,7,3,Skai Jackson,Alan Bersten,2,3,5,5,7,0,0.3,1,always_safe,6.0,7.0
29,7,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.3,1,always_safe,3.0,5.0
