赛季,周数,人名,伴侣名,地区,国家,年龄,行业,最终名次,比赛结果,评委评分百分比,粉丝投票百分比,总百分比
9,3,Chuck Liddell,Anna Trebunskaya,California,United States,39,Athlete,11,Eliminated Week 4,0.0659,0.0470964089468041,0.1129964089468041
9,3,Debi Mazar,Maksim Chmerkoskiy,New York,United States,45,Actor/Actress,12,Eliminated Week 3,0.0659,0.0323010792201446,0.0982010792201446
9,3,Donny Osmond,Kym Johnson,Utah,United States,51,Singer/Rapper,1,1st Place,0.0814,0.1678049522193765,0.2492049522193765
9,3,Joanna Krupa,Derek Hough,others,Poland,30,Model,4,Eliminated Week 9,0.0891,0.0648128425492134,0.1539128425492134
9,3,Kelly Osbourne,Louis van Amstel,others,England,24,TV Personality,3,3rd Place,0.0775,0.1678050624469885,0.2453050624469885
9,3,Louie Vito,Chelsie Hightower,Ohio,United States,21,Athlete,8,Eliminated Week 6,0.0775,0.0505415805918691,0.1280415805918691
9,3,Mark Dacascos,Lacey Schwimmer,Hawaii,United States,45,Actor/Actress,6,Eliminated Week 7,0.0698,0.04942595601733,0.1192259560173299
9,3,Melissa Joan Hart,Mark Ballas,New York,United States,33,Actor/Actress,9,Eliminated Week 6,0.0736,0.0475500438217623,0.1211500438217623
9,3,Michael Irvin,Anna Demidova,Florida,United States,43,Athlete,7,Eliminated Week 7,0.0543,0.0525931131389594,0.1068931131389594
9,3,Mya,Dmitry Chaplin,Washington D.C.,United States,29,Singer/Rapper,2,2nd Place,0.1047,0.1678052338442334,0.2725052338442334
9,3,Natalie Coughlin,Alec Mazo,California,United States,27,Athlete,10,Eliminated Week 5,0.1008,0.0497414125064589,0.1505414125064589
9,3,Tom DeLay,Cheryl Burke,Texas,United States,62,Politician,13,Withdrew,0.0581,0.0401010802201443,0.0982010802201443
9,4,Aaron Carter,Karina Smirnoff,Florida,United States,21,Singer/Rapper,5,Eliminated Week 8,0.0744,0.0674842360858784,0.1418842360858784
9,4,Chuck Liddell,Anna Trebunskaya,California,United States,39,Athlete,11,Eliminated Week 4,0.0702,0.0495075521323067,0.1197075521323066
9,4,Donny Osmond,Kym Johnson,Utah,United States,51,Singer/Rapper,1,1st Place,0.0992,0.1827133590279667,0.2819133590279667
9,4,Joanna Krupa,Derek Hough,others,Poland,30,Model,4,Eliminated Week 9,0.1074,0.0702373139908138,0.1776373139908137
9,4,Kelly Osbourne,Louis van Amstel,others,England,24,TV Personality,3,3rd Place,0.095,0.1827134662490981,0.2777134662490981
9,4,Louie Vito,Chelsie Hightower,Ohio,United States,21,Athlete,8,Eliminated Week 6,0.0661,0.053607553132307,0.119707553132307
9,4,Mark Dacascos,Lacey Schwimmer,Hawaii,United States,45,Actor/Actress,6,Eliminated Week 7,0.0909,0.0522839916434591,0.1431839916434591
9,4,Melissa Joan Hart,Mark Ballas,New York,United States,33,Actor/Actress,9,Eliminated Week 6,0.1157,0.0500495539119361,0.1657495539119361
9,4,Michael Irvin,Anna Demidova,Florida,United States,43,Athlete,7,Eliminated Week 7,0.0661,0.0560308606774533,0.1221308606774533
9,4,Mya,Dmitry Chaplin,Washington D.C.,United States,29,Singer/Rapper,2,2nd Place,0.1157,0.1827135890619306,0.2984135890619306
9,4,Natalie Coughlin,Alec Mazo,California,United States,27,Athlete,10,Eliminated Week 5,0.0992,0.0526585240868495,0.1518585240868495
9,5,Aaron Carter,Karina Smirnoff,Florida,United States,21,Singer/Rapper,5,Eliminated Week 8,0.0992,0.0700114594686418,0.1692114594686418
9,5,Donny Osmond,Kym Johnson,Utah,United States,51,Singer/Rapper,1,1st Place,0.1198,0.1984059592153727,0.3182059592153727
9,5,Joanna Krupa,Derek Hough,others,Poland,30,Model,4,Eliminated Week 9,0.0992,0.0732590862436399,0.1724590862436399
9,5,Kelly Osbourne,Louis van Amstel,others,England,24,TV Personality,3,3rd Place,0.0992,0.1984060169544039,0.2976060169544039
9,5,Louie Vito,Chelsie Hightower,Ohio,United States,21,Athlete,8,Eliminated Week 6,0.0909,0.0522129662966181,0.1431129662966181
9,5,Mark Dacascos,Lacey Schwimmer,Hawaii,United States,45,Actor/Actress,6,Eliminated Week 7,0.1074,0.0517555116844734,0.1591555116844734
9,5,Melissa Joan Hart,Mark Ballas,New York,United States,33,Actor/Actress,9,Eliminated Week 6,0.095,0.0490169553765548,0.1440169553765548
9,5,Michael Irvin,Anna Demidova,Florida,United States,43,Athlete,7,Eliminated Week 7,0.0868,0.0563129662966178,0.1431129662966178
9,5,Mya,Dmitry Chaplin,Washington D.C.,United States,29,Singer/Rapper,2,2nd Place,0.1116,0.198406113167059,0.310006113167059
9,5,Natalie Coughlin,Alec Mazo,California,United States,27,Athlete,10,Eliminated Week 5,0.0909,0.052212965296618,0.143112965296618
9,6,Aaron Carter,Karina Smirnoff,Florida,United States,21,Singer/Rapper,5,Eliminated Week 8,0.1269,0.0722404361607641,0.1991404361607641
9,6,Donny Osmond,Kym Johnson,Utah,United States,51,Singer/Rapper,1,1st Place,0.1192,0.2172721154582779,0.3364721154582779
9,6,Joanna Krupa,Derek Hough,others,Poland,30,Model,4,Eliminated Week 9,0.1385,0.0761332969643905,0.2146332969643905
9,6,Kelly Osbourne,Louis van Amstel,others,England,24,TV Personality,3,3rd Place,0.0962,0.2172721220039262,0.3134721220039262
9,6,Louie Vito,Chelsie Hightower,Ohio,United States,21,Athlete,8,Eliminated Week 6,0.0923,0.0478455622175882,0.1401455622175882
9,6,Mark Dacascos,Lacey Schwimmer,Hawaii,United States,45,Actor/Actress,6,Eliminated Week 7,0.1231,0.0499212831563169,0.1730212831563169
9,6,Melissa Joan Hart,Mark Ballas,New York,United States,33,Actor/Actress,9,Eliminated Week 6,0.0923,0.0464973614418169,0.1387973614418169
9,6,Michael Irvin,Anna Demidova,Florida,United States,43,Athlete,7,Eliminated Week 7,0.0846,0.0555455632175882,0.1401455632175882
9,6,Mya,Dmitry Chaplin,Washington D.C.,United States,29,Singer/Rapper,2,2nd Place,0.1269,0.2172722593793309,0.3441722593793309
9,7,Aaron Carter,Karina Smirnoff,Florida,United States,21,Singer/Rapper,5,Eliminated Week 8,0.151,0.0784572615123237,0.2294572615123237
9,7,Donny Osmond,Kym Johnson,Utah,United States,51,Singer/Rapper,1,1st Place,0.1481,0.2437968899565348,0.3918968899565348
9,7,Joanna Krupa,Derek Hough,others,Poland,30,Model,4,Eliminated Week 9,0.1567,0.0831711533248921,0.2398711533248921
9,7,Kelly Osbourne,Louis van Amstel,others,England,24,TV Personality,3,3rd Place,0.1481,0.2437969192002227,0.3918969192002227
9,7,Mark Dacascos,Lacey Schwimmer,Hawaii,United States,45,Actor/Actress,6,Eliminated Week 7,0.1225,0.0508432732325148,0.1733432732325148
9,7,Michael Irvin,Anna Demidova,Florida,United States,43,Athlete,7,Eliminated Week 7,0.1339,0.0561374594543175,0.1900374594543175
9,7,Mya,Dmitry Chaplin,Washington D.C.,United States,29,Singer/Rapper,2,2nd Place,0.1396,0.2437970433191941,0.3833970433191941
9,8,Aaron Carter,Karina Smirnoff,Florida,United States,21,Singer/Rapper,5,Eliminated Week 8,0.1908,0.0851981424269012,0.2759981424269012
9,8,Donny Osmond,Kym Johnson,Utah,United States,51,Singer/Rapper,1,1st Place,0.1908,0.2746248958570154,0.4654248958570154
9,8,Joanna Krupa,Derek Hough,others,Poland,30,Model,4,Eliminated Week 9,0.1985,0.0909269673060945,0.2894269673060945
9,8,Kelly Osbourne,Louis van Amstel,others,England,24,TV Personality,3,3rd Place,0.1947,0.2746249247772989,0.4693249247772989
9,8,Mya,Dmitry Chaplin,Washington D.C.,United States,29,Singer/Rapper,2,2nd Place,0.2252,0.2746250696326899,0.4998250696326899
9,9,Donny Osmond,Kym Johnson,Utah,United States,51,Singer/Rapper,1,1st Place,0.2313,0.3026135800851166,0.5339135800851166
9,9,Joanna Krupa,Derek Hough,others,Poland,30,Model,4,Eliminated Week 9,0.2531,0.0921590505730204,0.3452590505730204
9,9,Kelly Osbourne,Louis van Amstel,others,England,24,TV Personality,3,3rd Place,0.2437,0.3026135896841041,0.5463135896841042
9,9,Mya,Dmitry Chaplin,Washington D.C.,United States,29,Singer/Rapper,2,2nd Place,0.2719,0.3026137796577587,0.5745137796577586
9,10,Donny Osmond,Kym Johnson,Utah,United States,51,Singer/Rapper,1,1st Place,0.3513,0.333333264756523,0.684633264756523
9,10,Kelly Osbourne,Louis van Amstel,others,England,24,TV Personality,3,3rd Place,0.3055,0.3333332216901632,0.6388332216901632
9,10,Mya,Dmitry Chaplin,Washington D.C.,United States,29,Singer/Rapper,2,2nd Place,0.3432,0.3333335135533138,0.6765335135533138
10,1,Aiden Turner,Edyta Sliwinska,others,England,32,Actor/Actress,9,Eliminated Week 4,0.0718,0.05655152377028,0.12835152377028
10,1,Buzz Aldrin,Ashly DelGrosso,New Jersey,United States,80,Astronaut,10,Eliminated Week 3,0.067,0.0658780299005181,0.1328780299005181
10,1,Chad Ochocinco,Cheryl Burke,Florida,United States,32,Athlete,4,Eliminated Week 9,0.0861,0.0710992888523381,0.157199288852338
10,1,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.1005,0.1715645650148493,0.2720645650148493
10,1,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.11,0.1722627491581651,0.2822627491581651
10,1,Jake Pavelka,Chelsie Hightower,Texas,United States,32,TV Personality,7,Eliminated Week 6,0.0957,0.0634929342574212,0.1591929342574212
10,1,Kate Gosselin,Tony Dovolani,Pennsylvania,United States,35,TV Personality,8,Eliminated Week 5,0.0766,0.0603309519820214,0.1369309519820214
10,1,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.1196,0.1719134228037429,0.2915134228037428
10,1,Niecy Nash,Louis van Amstel,California,United States,40,Actor/Actress,5,Eliminated Week 8,0.0861,0.068976967242994,0.155076967242994
10,1,Pamela Anderson,Damian Whitewood,others,Canada,42,Model,6,Eliminated Week 7,0.1005,0.0660339781050404,0.1665339781050404
10,1,Shannen Doherty,Mark Ballas,Tennessee,United States,38,Actor/Actress,11,Eliminated Week 2,0.0861,0.0318955889126292,0.1179955889126291
10,2,Aiden Turner,Edyta Sliwinska,others,England,32,Actor/Actress,9,Eliminated Week 4,0.0864,0.0554367923154818,0.1418367923154818
10,2,Buzz Aldrin,Ashly DelGrosso,New Jersey,United States,80,Astronaut,10,Eliminated Week 3,0.0545,0.0652719752750565,0.1197719752750565
10,2,Chad Ochocinco,Cheryl Burke,Florida,United States,32,Athlete,4,Eliminated Week 9,0.0727,0.0707476706276493,0.1434476706276493
10,2,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.1045,0.1741494917474165,0.2786494917474165
10,2,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.1091,0.1748611067642343,0.2839611067642343
10,2,Jake Pavelka,Chelsie Hightower,Texas,United States,32,TV Personality,7,Eliminated Week 6,0.0909,0.0627641903899054,0.1536641903899054
10,2,Kate Gosselin,Tony Dovolani,Pennsylvania,United States,35,TV Personality,8,Eliminated Week 5,0.0682,0.059431669595535,0.127631669595535
10,2,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.1273,0.1745050637958873,0.3018050637958873
10,2,Niecy Nash,Louis van Amstel,California,United States,40,Actor/Actress,5,Eliminated Week 8,0.0955,0.0685242499849754,0.1640242499849754
10,2,Pamela Anderson,Damian Whitewood,others,Canada,42,Model,6,Eliminated Week 7,0.1,0.0654358152287997,0.1654358152287997
10,2,Shannen Doherty,Mark Ballas,Tennessee,United States,38,Actor/Actress,11,Eliminated Week 2,0.0909,0.0288719742750583,0.1197719742750583
10,3,Aiden Turner,Edyta Sliwinska,others,England,32,Actor/Actress,9,Eliminated Week 4,0.0985,0.0558054526661119,0.1543054526661119
10,3,Buzz Aldrin,Ashly DelGrosso,New Jersey,United States,80,Astronaut,10,Eliminated Week 3,0.064,0.0629788371213829,0.1269788371213829
10,3,Chad Ochocinco,Cheryl Burke,Florida,United States,32,Athlete,4,Eliminated Week 9,0.0985,0.0726923772930276,0.1711923772930276
10,3,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.1133,0.1820334262634393,0.2953334262634393
10,3,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.1281,0.1827719671315497,0.3108719671315497
10,3,Jake Pavelka,Chelsie Hightower,Texas,United States,32,TV Personality,7,Eliminated Week 6,0.1034,0.0639325601841686,0.1673325601841686
10,3,Kate Gosselin,Tony Dovolani,Pennsylvania,United States,35,TV Personality,8,Eliminated Week 5,0.0739,0.0602476382457847,0.1341476382457846
10,3,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.1133,0.1824023972515522,0.2957023972515522
10,3,Niecy Nash,Louis van Amstel,California,United States,40,Actor/Actress,5,Eliminated Week 8,0.1034,0.0702614699676569,0.1736614699676569
10,3,Pamela Anderson,Damian Whitewood,others,Canada,42,Model,6,Eliminated Week 7,0.1034,0.0668738738753259,0.1702738738753259
10,4,Aiden Turner,Edyta Sliwinska,others,England,32,Actor/Actress,9,Eliminated Week 4,0.0889,0.0580639599118966,0.1469639599118966
10,4,Chad Ochocinco,Cheryl Burke,Florida,United States,32,Athlete,4,Eliminated Week 9,0.1186,0.0774082239962725,0.1960082239962725
10,4,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.1051,0.1957480846591479,0.3008480846591479
10,4,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.1402,0.1965272580687449,0.3367272580687449
10,4,Jake Pavelka,Chelsie Hightower,Texas,United States,32,TV Personality,7,Eliminated Week 6,0.1024,0.0674442179068651,0.1698442179068651
10,4,Kate Gosselin,Tony Dovolani,Pennsylvania,United States,35,TV Personality,8,Eliminated Week 5,0.0863,0.0632089316981267,0.1495089316981267
10,4,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.1348,0.1961373829569562,0.3309373829569562
10,4,Niecy Nash,Louis van Amstel,California,United States,40,Actor/Actress,5,Eliminated Week 8,0.097,0.0746567364639916,0.1716567364639916
10,4,Pamela Anderson,Damian Whitewood,others,Canada,42,Model,6,Eliminated Week 7,0.1267,0.0708052043379983,0.1975052043379983
10,5,Chad Ochocinco,Cheryl Burke,Florida,United States,32,Athlete,4,Eliminated Week 9,0.104,0.0808241306802602,0.1848241306802602
10,5,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.1272,0.2112549948812195,0.3384549948812195
10,5,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.1561,0.212087900716625,0.368187900716625
10,5,Jake Pavelka,Chelsie Hightower,Texas,United States,32,TV Personality,7,Eliminated Week 6,0.1329,0.0691966148602003,0.2020966148602003
10,5,Kate Gosselin,Tony Dovolani,Pennsylvania,United States,35,TV Personality,8,Eliminated Week 5,0.0867,0.0641948893177648,0.1508948893177648
10,5,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.1676,0.2116710472455722,0.3792710472455722
10,5,Niecy Nash,Louis van Amstel,California,United States,40,Actor/Actress,5,Eliminated Week 8,0.104,0.0776312816478618,0.1816312816478618
10,5,Pamela Anderson,Damian Whitewood,others,Canada,42,Model,6,Eliminated Week 7,0.1214,0.0731391406504958,0.1945391406504958
10,6,Chad Ochocinco,Cheryl Burke,Florida,United States,32,Athlete,4,Eliminated Week 9,0.1483,0.0840220568941683,0.2323220568941683
10,6,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.1627,0.2297465250878635,0.3924465250878635
10,6,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.1292,0.2306466489086756,0.3598466489086755
10,6,Jake Pavelka,Chelsie Hightower,Texas,United States,32,TV Personality,7,Eliminated Week 6,0.1196,0.0702131476531954,0.1898131476531954
10,6,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.1722,0.2301963397414043,0.4023963397414043
10,6,Niecy Nash,Louis van Amstel,California,United States,40,Actor/Actress,5,Eliminated Week 8,0.1244,0.0802532610717936,0.2046532610717936
10,6,Pamela Anderson,Damian Whitewood,others,Canada,42,Model,6,Eliminated Week 7,0.1435,0.074922020642899,0.218422020642899
10,7,Chad Ochocinco,Cheryl Burke,Florida,United States,32,Athlete,4,Eliminated Week 9,0.1672,0.0868012176597013,0.2540012176597013
10,7,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.164,0.2511728336148739,0.4151728336148739
10,7,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.1736,0.2521536976124051,0.4257536976124051
10,7,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.1736,0.2516629467934911,0.4252629467934911
10,7,Niecy Nash,Louis van Amstel,California,United States,40,Actor/Actress,5,Eliminated Week 8,0.1576,0.0823046526597639,0.2399046526597639
10,7,Pamela Anderson,Damian Whitewood,others,Canada,42,Model,6,Eliminated Week 7,0.164,0.0759046516597644,0.2399046516597644
10,8,Chad Ochocinco,Cheryl Burke,Florida,United States,32,Athlete,4,Eliminated Week 9,0.1779,0.088859461145108,0.266759461145108
10,8,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.2095,0.2754194966043941,0.484919496604394
10,8,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.2095,0.2764937928289195,0.4859937928289195
10,8,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.2332,0.2759563677714945,0.5091563677714945
10,8,Niecy Nash,Louis van Amstel,California,United States,40,Actor/Actress,5,Eliminated Week 8,0.17,0.0832708816500837,0.2532708816500837
10,9,Chad Ochocinco,Cheryl Burke,Florida,United States,32,Athlete,4,Eliminated Week 9,0.2301,0.0901679880780899,0.3202679880780898
10,9,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.2478,0.3026874727573899,0.5504874727573899
10,9,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.2611,0.3038673910916844,0.5649673910916844
10,9,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.2611,0.3032771480728358,0.5643771480728358
10,10,Erin Andrews,Maksim Chmerkoskiy,Maine,United States,32,Sports Broadcaster,3,3rd Place,0.3266,0.3326833369318764,0.6592833369318765
10,10,Evan Lysacek,Anna Trebunskaya,Illinois,United States,24,Athlete,2,2nd Place,0.3253,0.3339833379318761,0.6592833379318761
10,10,Nicole Scherzinger,Derek Hough,Hawaii,United States,31,Singer/Rapper,1,1st Place,0.3481,0.3333333251362474,0.6814333251362474
11,1,Audrina Patridge,Tony Dovolani,California,United States,25,TV Personality,7,Eliminated Week 6,0.0837,0.0509424868557186,0.1346424868557186
11,1,Brandy,Maksim Chmerkoskiy,Mississippi,United States,31,Singer/Rapper,4,Eliminated Week 9,0.1013,0.0683130819222714,0.1696130819222714
11,1,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.0793,0.1685877030984852,0.2478877030984851
11,1,David Hasselhoff,Kym Johnson,Maryland,United States,58,Actor/Actress,12,Eliminated Week 1,0.0661,0.0319717465542898,0.0980717465542898
11,1,Florence Henderson,Corky Ballas,Indiana,United States,76,Actor/Actress,8,Eliminated Week 5,0.0793,0.0573834621481504,0.1366834621481504
11,1,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.1057,0.1685878424854047,0.2742878424854047
11,1,Kurt Warner,Anna Trebunskaya,Iowa,United States,39,Athlete,5,Eliminated Week 8,0.0837,0.0770761541851339,0.1607761541851339
11,1,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.1013,0.1685884610962499,0.2698884610962498
11,1,Margaret Cho,Louis van Amstel,California,United States,41,Comedian,10,Eliminated Week 3,0.0661,0.0489832975739766,0.1150832975739766
11,1,Michael Bolton,Chelsie Hightower,Connecticut,United States,57,Singer/Rapper,11,Eliminated Week 2,0.0705,0.0424945539526505,0.1129945539526504
11,1,Rick Fox,Cheryl Burke,others,Canada,41,Athlete,6,Eliminated Week 7,0.0969,0.0633897082109785,0.1602897082109785
11,1,The Situation,Karina Smirnoff,New York,United States,28,TV Personality,9,Eliminated Week 4,0.0661,0.0536815019166901,0.1197815019166901
11,2,Audrina Patridge,Tony Dovolani,California,United States,25,TV Personality,7,Eliminated Week 6,0.1041,0.0524950623737095,0.1565950623737095
11,2,Brandy,Maksim Chmerkoskiy,Mississippi,United States,31,Singer/Rapper,4,Eliminated Week 9,0.095,0.0708438989754544,0.1658438989754544
11,2,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.0995,0.1741298165061828,0.2736298165061828
11,2,Florence Henderson,Corky Ballas,Indiana,United States,76,Actor/Actress,8,Eliminated Week 5,0.086,0.0593331567637365,0.1453331567637364
11,2,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.1086,0.1741298592984788,0.2827298592984788
11,2,Kurt Warner,Anna Trebunskaya,Iowa,United States,39,Athlete,5,Eliminated Week 8,0.095,0.0800092943644068,0.1750092943644068
11,2,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.0995,0.1741305633920113,0.2736305633920113
11,2,Margaret Cho,Louis van Amstel,California,United States,41,Comedian,10,Eliminated Week 3,0.0814,0.0504053169445911,0.1318053169445911
11,2,Michael Bolton,Chelsie Hightower,Connecticut,United States,57,Singer/Rapper,11,Eliminated Week 2,0.0543,0.0434430453032455,0.0977430453032455
11,2,Rick Fox,Cheryl Burke,others,Canada,41,Athlete,6,Eliminated Week 7,0.095,0.0656712190209984,0.1606712190209984
11,2,The Situation,Karina Smirnoff,New York,United States,28,TV Personality,9,Eliminated Week 4,0.0814,0.0554087670571846,0.1368087670571846
11,3,Audrina Patridge,Tony Dovolani,California,United States,25,TV Personality,7,Eliminated Week 6,0.1176,0.0537306656496547,0.1713306656496547
11,3,Brandy,Maksim Chmerkoskiy,Mississippi,United States,31,Singer/Rapper,4,Eliminated Week 9,0.1086,0.0740564783004349,0.1826564783004349
11,3,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.086,0.1833514555099652,0.2693514555099652
11,3,Florence Henderson,Corky Ballas,Indiana,United States,76,Actor/Actress,8,Eliminated Week 5,0.0905,0.0613734645964847,0.1518734645964847
11,3,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.1086,0.1833513501101126,0.2919513501101126
11,3,Kurt Warner,Anna Trebunskaya,Iowa,United States,39,Athlete,5,Eliminated Week 8,0.1041,0.0840297423670423,0.1881297423670423
11,3,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.1041,0.1833520131457588,0.2874520131457588
11,3,Margaret Cho,Louis van Amstel,California,United States,41,Comedian,10,Eliminated Week 3,0.0814,0.051374524770733,0.132774524770733
11,3,Rick Fox,Cheryl Burke,others,Canada,41,Athlete,6,Eliminated Week 7,0.1086,0.0683815735057753,0.1769815735057753
11,3,The Situation,Karina Smirnoff,New York,United States,28,TV Personality,9,Eliminated Week 4,0.0905,0.056998732044038,0.147498732044038
11,4,Audrina Patridge,Tony Dovolani,California,United States,25,TV Personality,7,Eliminated Week 6,0.1285,0.0541463144930806,0.1826463144930806
11,4,Brandy,Maksim Chmerkoskiy,Mississippi,United States,31,Singer/Rapper,4,Eliminated Week 9,0.1341,0.0775188991275957,0.2116188991275956
11,4,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.0894,0.1958445229243902,0.2852445229243902
11,4,Florence Henderson,Corky Ballas,Indiana,United States,76,Actor/Actress,8,Eliminated Week 5,0.0978,0.0630375049676731,0.1608375049676731
11,4,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.1564,0.1958444454544486,0.3522444454544486
11,4,Kurt Warner,Anna Trebunskaya,Iowa,United States,39,Athlete,5,Eliminated Week 8,0.095,0.0887209534286238,0.1837209534286238
11,4,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.1117,0.1958452562067707,0.3075452562067707
11,4,Rick Fox,Cheryl Burke,others,Canada,41,Athlete,6,Eliminated Week 7,0.1089,0.0710763539058082,0.1799763539058081
11,4,The Situation,Karina Smirnoff,New York,United States,28,TV Personality,9,Eliminated Week 4,0.0782,0.0579657494916086,0.1361657494916086
11,5,Audrina Patridge,Tony Dovolani,California,United States,25,TV Personality,7,Eliminated Week 6,0.1264,0.0533677843601004,0.1797677843601004
11,5,Brandy,Maksim Chmerkoskiy,Mississippi,United States,31,Singer/Rapper,4,Eliminated Week 9,0.1484,0.0809829972170246,0.2293829972170246
11,5,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.0989,0.2114289851378005,0.3103289851378005
11,5,Florence Henderson,Corky Ballas,Indiana,United States,76,Actor/Actress,8,Eliminated Week 5,0.1154,0.0640140687143888,0.1794140687143888
11,5,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.1374,0.2114289229578304,0.3488289229578304
11,5,Kurt Warner,Anna Trebunskaya,Iowa,United States,39,Athlete,5,Eliminated Week 8,0.1319,0.0938641920778186,0.2257641920778186
11,5,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.1099,0.2114296025328917,0.3213296025328916
11,5,Rick Fox,Cheryl Burke,others,Canada,41,Athlete,6,Eliminated Week 7,0.1319,0.0734834470021447,0.2053834470021446
11,6,Audrina Patridge,Tony Dovolani,California,United States,25,TV Personality,7,Eliminated Week 6,0.1546,0.0510063380578793,0.2056063380578792
11,6,Brandy,Maksim Chmerkoskiy,Mississippi,United States,31,Singer/Rapper,4,Eliminated Week 9,0.1739,0.0842546057050612,0.2581546057050612
11,6,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.1353,0.2300195178338215,0.3653195178338215
11,6,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.1401,0.2300193000295045,0.3701193000295045
11,6,Kurt Warner,Anna Trebunskaya,Iowa,United States,39,Athlete,5,Eliminated Week 8,0.1063,0.0993063390578816,0.2056063390578816
11,6,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.1449,0.230020043003529,0.374920043003529
11,6,Rick Fox,Cheryl Burke,others,Canada,41,Athlete,6,Eliminated Week 7,0.1449,0.0753738563123227,0.2202738563123227
11,7,Brandy,Maksim Chmerkoskiy,Mississippi,United States,31,Singer/Rapper,4,Eliminated Week 9,0.1751,0.0844467602681366,0.2595467602681366
11,7,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.1559,0.2488784698397419,0.4047784698397419
11,7,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.1751,0.2488783145474191,0.4239783145474191
11,7,Kurt Warner,Anna Trebunskaya,Iowa,United States,39,Athlete,5,Eliminated Week 8,0.1679,0.0951036013647369,0.2630036013647369
